resolution,transfer_order,variable,mode,k_over_nyquist,power
128,6,Khat,3,0.046875,3.564131556541014e-13
128,6,Khat,4,0.0625,3.044849180508296e-13
128,6,Khat,5,0.078125,2.9079413742835414e-13
128,6,Khat,6,0.09375,2.858659273085523e-13
128,6,Khat,7,0.109375,2.8408897001479805e-13
128,6,Khat,8,0.125,2.8435814638604074e-13
128,6,Khat,9,0.140625,2.856890586544545e-13
128,6,Khat,10,0.15625,2.878030594544728e-13
128,6,Khat,11,0.171875,2.9082439827412646e-13
128,6,Khat,12,0.1875,2.9427160954180476e-13
128,6,Khat,13,0.203125,2.9860807525724966e-13
128,6,Khat,14,0.21875,3.0316650127640866e-13
128,6,Khat,15,0.234375,3.083350543346169e-13
128,6,Khat,16,0.25,3.140112589599961e-13
128,6,Khat,17,0.265625,3.205341293797382e-13
128,6,Khat,18,0.28125,3.2756200728458607e-13
128,6,Khat,19,0.296875,3.352094521247292e-13
128,6,Khat,20,0.3125,3.4359697284650267e-13
128,6,Khat,21,0.328125,3.5272742058235665e-13
128,6,Khat,22,0.34375,3.63000212600832e-13
128,6,Khat,23,0.359375,3.737456032259837e-13
128,6,Khat,24,0.375,3.855117702447787e-13
128,6,Khat,25,0.390625,3.9860184255482175e-13
128,6,Khat,26,0.40625,4.128082368242879e-13
128,6,Khat,27,0.421875,4.2825140979734186e-13
128,6,Khat,28,0.4375,4.4522983966366474e-13
128,6,Khat,29,0.453125,4.636945576250446e-13
128,6,Khat,30,0.46875,4.839721187988741e-13
128,6,Khat,31,0.484375,5.063752143470928e-13
128,6,Khat,32,0.5,5.308295212462772e-13
128,6,Khat,33,0.515625,5.577977376565279e-13
128,6,Khat,34,0.53125,5.87918689967419e-13
128,6,Khat,35,0.546875,6.209626831924209e-13
128,6,Khat,36,0.5625,6.577707933423023e-13
128,6,Khat,37,0.578125,6.991553301859163e-13
128,6,Khat,38,0.59375,7.451273403440502e-13
128,6,Khat,39,0.609375,7.969008405938508e-13
128,6,Khat,40,0.625,8.5572785378746e-13
128,6,Khat,41,0.640625,9.217567351589684e-13
128,6,Khat,42,0.65625,9.974906456144893e-13
128,6,Khat,43,0.671875,1.085026275973536e-12
128,6,Khat,44,0.6875,1.1852507829578356e-12
128,6,Khat,45,0.703125,1.3020843105974488e-12
128,6,Khat,46,0.71875,1.439079576385876e-12
128,6,Khat,47,0.734375,1.6018105160479084e-12
128,6,Khat,48,0.75,1.795228878782055e-12
128,6,Khat,49,0.765625,2.029783541620605e-12
128,6,Khat,50,0.78125,2.317826993568624e-12
128,6,Khat,51,0.796875,2.6751320866869082e-12
128,6,Khat,52,0.8125,3.1294061424932607e-12
128,6,Khat,53,0.828125,3.715243850389054e-12
128,6,Khat,54,0.84375,4.495299816845318e-12
128,6,Khat,55,0.859375,5.56650976218133e-12
128,6,Khat,56,0.875,7.097152951002451e-12
128,6,Khat,57,0.890625,9.411794367407625e-12
128,6,Khat,58,0.90625,1.3179890390392478e-11
128,6,Khat,59,0.921875,2.0060452562080224e-11
128,6,Khat,60,0.9375,3.51816512897549e-11
128,6,Khat,61,0.953125,8.352637657055661e-11
128,6,Khat,62,0.96875,6.017943899030077e-10
128,6,Khat,63,0.984375,3.023010111394165e-10
128,6,Khat,64,1.0,3.068632946347234e-11
128,6,Axx,0,0.0,0.0
128,6,Axx,1,0.015625,1.9107885633668158e-13
128,6,Axx,2,0.03125,3.4723877511534455e-11
128,6,Axx,3,0.046875,1.606075871218292e-14
128,6,Axx,4,0.0625,2.5840961152930725e-14
128,6,Axx,5,0.078125,2.9696492915427355e-14
128,6,Axx,6,0.09375,3.167751990359374e-14
128,6,Axx,7,0.109375,3.297024220099315e-14
128,6,Axx,8,0.125,3.3962086990631057e-14
128,6,Axx,9,0.140625,3.473467700610792e-14
128,6,Axx,10,0.15625,3.5490250146679416e-14
128,6,Axx,11,0.171875,3.6142733624898726e-14
128,6,Axx,12,0.1875,3.6881804812995745e-14
128,6,Axx,13,0.203125,3.7565993838802496e-14
128,6,Axx,14,0.21875,3.8278524088950803e-14
128,6,Axx,15,0.234375,3.9080150897012215e-14
128,6,Axx,16,0.25,3.9932603219226716e-14
128,6,Axx,17,0.265625,4.082132405963017e-14
128,6,Axx,18,0.28125,4.1786329228433654e-14
128,6,Axx,19,0.296875,4.286352389599424e-14
128,6,Axx,20,0.3125,4.399376172748608e-14
128,6,Axx,21,0.328125,4.521644201284468e-14
128,6,Axx,22,0.34375,4.6528643325623546e-14
128,6,Axx,23,0.359375,4.800966811292042e-14
128,6,Axx,24,0.375,4.955829385684511e-14
128,6,Axx,25,0.390625,5.130759916006371e-14
128,6,Axx,26,0.40625,5.312705026241094e-14
128,6,Axx,27,0.421875,5.513791641505194e-14
128,6,Axx,28,0.4375,5.733197212045905e-14
128,6,Axx,29,0.453125,5.974461868850739e-14
128,6,Axx,30,0.46875,6.239146528571788e-14
128,6,Axx,31,0.484375,6.529239708185254e-14
128,6,Axx,32,0.5,6.849734120817676e-14
128,6,Axx,33,0.515625,7.200790079618374e-14
128,6,Axx,34,0.53125,7.584924392990568e-14
128,6,Axx,35,0.546875,8.016732187886594e-14
128,6,Axx,36,0.5625,8.495113058105248e-14
128,6,Axx,37,0.578125,9.030180730495534e-14
128,6,Axx,38,0.59375,9.629443904623833e-14
128,6,Axx,39,0.609375,1.0297410592920449e-13
128,6,Axx,40,0.625,1.1066221823820518e-13
128,6,Axx,41,0.640625,1.191758259113469e-13
128,6,Axx,42,0.65625,1.2907374203538602e-13
128,6,Axx,43,0.671875,1.4035750413143156e-13
128,6,Axx,44,0.6875,1.533537450656973e-13
128,6,Axx,45,0.703125,1.684352481642545e-13
128,6,Axx,46,0.71875,1.8629998775153257e-13
128,6,Axx,47,0.734375,2.072860694102416e-13
128,6,Axx,48,0.75,2.325235351458473e-13
128,6,Axx,49,0.765625,2.6294194568135536e-13
128,6,Axx,50,0.78125,3.0021192029449745e-13
128,6,Axx,51,0.796875,3.4659312864584336e-13
128,6,Axx,52,0.8125,4.058134337813147e-13
128,6,Axx,53,0.828125,4.821398951639114e-13
128,6,Axx,54,0.84375,5.835091877974914e-13
128,6,Axx,55,0.859375,7.233490878858982e-13
128,6,Axx,56,0.875,9.23394147693952e-13
128,6,Axx,57,0.890625,1.2267274013696918e-12
128,6,Axx,58,0.90625,1.7222153719114712e-12
128,6,Axx,59,0.921875,2.630839012771773e-12
128,6,Axx,60,0.9375,4.645919736459641e-12
128,6,Axx,61,0.953125,1.1171884422774461e-11
128,6,Axx,62,0.96875,8.299097310311202e-11
128,6,Axx,63,0.984375,4.5648300678923215e-11
128,6,Axx,64,1.0,5.998506461650833e-12
128,6,Axy,0,0.0,0.0
128,6,Axy,1,0.015625,8.930579886196146e-14
128,6,Axy,2,0.03125,9.143255309482036e-12
128,6,Axy,3,0.046875,7.673617280214104e-14
128,6,Axy,4,0.0625,6.515505309884741e-14
128,6,Axy,5,0.078125,6.20865154985039e-14
128,6,Axy,6,0.09375,6.097090074653342e-14
128,6,Axy,7,0.109375,6.06124589816756e-14
128,6,Axy,8,0.125,6.063831256977508e-14
128,6,Axy,9,0.140625,6.092176394886686e-14
128,6,Axy,10,0.15625,6.139115375879286e-14
128,6,Axy,11,0.171875,6.200169097815407e-14
128,6,Axy,12,0.1875,6.275838096158449e-14
128,6,Axy,13,0.203125,6.363313218113191e-14
128,6,Axy,14,0.21875,6.460736846713316e-14
128,6,Axy,15,0.234375,6.570947037165707e-14
128,6,Axy,16,0.25,6.696195240993144e-14
128,6,Axy,17,0.265625,6.831636150096493e-14
128,6,Axy,18,0.28125,6.98154780865354e-14
128,6,Axy,19,0.296875,7.147166305531745e-14
128,6,Axy,20,0.3125,7.322266912895303e-14
128,6,Axy,21,0.328125,7.519506498099837e-14
128,6,Axy,22,0.34375,7.73504406038281e-14
128,6,Axy,23,0.359375,7.965374879997883e-14
128,6,Axy,24,0.375,8.217855337113906e-14
128,6,Axy,25,0.390625,8.494529423015196e-14
128,6,Axy,26,0.40625,8.797663754226791e-14
128,6,Axy,27,0.421875,9.127846340760127e-14
128,6,Axy,28,0.4375,9.490066212678618e-14
128,6,Axy,29,0.453125,9.882593509633091e-14
128,6,Axy,30,0.46875,1.0315809777359556e-13
128,6,Axy,31,0.484375,1.0794301900851518e-13
128,6,Axy,32,0.5,1.1316091591372177e-13
128,6,Axy,33,0.515625,1.1892217612251694e-13
128,6,Axy,34,0.53125,1.2530957144226638e-13
128,6,Axy,35,0.546875,1.3236037094946004e-13
128,6,Axy,36,0.5625,1.4024053171819328e-13
128,6,Axy,37,0.578125,1.4903962855471124e-13
128,6,Axy,38,0.59375,1.5891365566149618e-13
128,6,Axy,39,0.609375,1.6992829940596908e-13
128,6,Axy,40,0.625,1.8246454981991996e-13
128,6,Axy,41,0.640625,1.966427890083963e-13
128,6,Axy,42,0.65625,2.1286871453158511e-13
128,6,Axy,43,0.671875,2.3135465694708867e-13
128,6,Axy,44,0.6875,2.5286442305782347e-13
128,6,Axy,45,0.703125,2.7786577116871275e-13
128,6,Axy,46,0.71875,3.0704204978623656e-13
128,6,Axy,47,0.734375,3.4167003303478067e-13
128,6,Axy,48,0.75,3.831484672699044e-13
128,6,Axy,49,0.765625,4.3327395264949034e-13
128,6,Axy,50,0.78125,4.948324420392808e-13
128,6,Axy,51,0.796875,5.713707648054162e-13
128,6,Axy,52,0.8125,6.684327964770235e-13
128,6,Axy,53,0.828125,7.942611939154983e-13
128,6,Axy,54,0.84375,9.61629665281141e-13
128,6,Axy,55,0.859375,1.1917720137918839e-12
128,6,Axy,56,0.875,1.5216202879393481e-12
128,6,Axy,57,0.890625,2.0213395829365242e-12
128,6,Axy,58,0.90625,2.8387129770957754e-12
128,6,Axy,59,0.921875,4.338826345825717e-12
128,6,Axy,60,0.9375,7.6704016986587e-12
128,6,Axy,61,0.953125,1.851522475755025e-11
128,6,Axy,62,0.96875,1.397829449653475e-10
128,6,Axy,63,0.984375,9.416256736342042e-11
128,6,Axy,64,1.0,3.0034558411625924e-12
128,6,Axz,0,0.0,0.0
128,6,Axz,1,0.015625,8.59709725977163e-14
128,6,Axz,2,0.03125,8.840213322779991e-12
128,6,Axz,3,0.046875,6.12551135405888e-14
128,6,Axz,4,0.0625,5.13197151511522e-14
128,6,Axz,5,0.078125,4.869063664656352e-14
128,6,Axz,6,0.09375,4.7719609645238395e-14
128,6,Axz,7,0.109375,4.7386098823687425e-14
128,6,Axz,8,0.125,4.7381070560867203e-14
128,6,Axz,9,0.140625,4.758119907682564e-14
128,6,Axz,10,0.15625,4.7929618406918465e-14
128,6,Axz,11,0.171875,4.839781280845871e-14
128,6,Axz,12,0.1875,4.897108518351298e-14
128,6,Axz,13,0.203125,4.964222153487291e-14
128,6,Axz,14,0.21875,5.040843611293098e-14
128,6,Axz,15,0.234375,5.126979630479763e-14
128,6,Axz,16,0.25,5.22284431624759e-14
128,6,Axz,17,0.265625,5.3288081967422743e-14
128,6,Axz,18,0.28125,5.445381642044894e-14
128,6,Axz,19,0.296875,5.5731974775140744e-14
128,6,Axz,20,0.3125,5.713016960232929e-14
128,6,Axz,21,0.328125,5.865724865027278e-14
128,6,Axz,22,0.34375,6.032350052870812e-14
128,6,Axz,23,0.359375,6.214068267230186e-14
128,6,Axz,24,0.375,6.412226432575303e-14
128,6,Axz,25,0.390625,6.628363657849393e-14
128,6,Axz,26,0.40625,6.86423681509027e-14
128,6,Axz,27,0.421875,7.12185938651558e-14
128,6,Axz,28,0.4375,7.403538186005323e-14
128,6,Axz,29,0.453125,7.711925191047676e-14
128,6,Axz,30,0.46875,8.05007714046992e-14
128,6,Axz,31,0.484375,8.421529718009644e-14
128,6,Axz,32,0.5,8.830389617076101e-14
128,6,Axz,33,0.515625,9.281443596678014e-14
128,6,Axz,34,0.53125,9.780299486989473e-14
128,6,Axz,35,0.546875,1.0333561112652332e-13
128,6,Axz,36,0.5625,1.0949040967358102e-13
128,6,Axz,37,0.578125,1.1636043093922007e-13
128,6,Axz,38,0.59375,1.2405709412052647e-13
128,6,Axz,39,0.609375,1.3271479085279318e-13
128,6,Axz,40,0.625,1.4249684315784654e-13
128,6,Axz,41,0.640625,1.5360327072461219e-13
128,6,Axz,42,0.65625,1.662812613839645e-13
128,6,Axz,43,0.671875,1.8083921712556477e-13
128,6,Axz,44,0.6875,1.9766601236815605e-13
128,6,Axz,45,0.703125,2.1725777380768006e-13
128,6,Axz,46,0.71875,2.402555112474134e-13
128,6,Axz,47,0.734375,2.675000491385374e-13
128,6,Axz,48,0.75,3.0011188235305706e-13
128,6,Axz,49,0.765625,3.396125277436077e-13
128,6,Axz,50,0.78125,3.8811182784167175e-13
128,6,Axz,51,0.796875,4.4860803391768334e-13
128,6,Axz,52,0.8125,5.254850649898082e-13
128,6,Axz,53,0.828125,6.253734694038971e-13
128,6,Axz,54,0.84375,7.587193916635119e-13
128,6,Axz,55,0.859375,9.42825879369766e-13
128,6,Axz,56,0.875,1.2082203141746098e-12
128,6,Axz,57,0.890625,1.6133698120616386e-12
128,6,Axz,58,0.90625,2.2834231580394417e-12
128,6,Axz,59,0.921875,3.532609532257415e-12
128,6,Axz,60,0.9375,6.3740918462686575e-12
128,6,Axz,61,0.953125,1.598521862352937e-11
128,6,Axz,62,0.96875,1.3099650220555417e-10
128,6,Axz,63,0.984375,1.0821308765656431e-10
128,6,Axz,64,1.0,8.246699689102012e-12
128,6,Ayy,0,0.0,0.0
128,6,Ayy,1,0.015625,1.9902354857298894e-13
128,6,Ayy,2,0.03125,1.2398625359132323e-11
128,6,Ayy,3,0.046875,1.092879296439193e-13
128,6,Ayy,4,0.0625,1.2568776296399593e-13
128,6,Ayy,5,0.078125,1.3132971020572313e-13
128,6,Ayy,6,0.09375,1.34492839986387e-13
128,6,Ayy,7,0.109375,1.3686052946717217e-13
128,6,Ayy,8,0.125,1.3895697998542804e-13
128,6,Ayy,9,0.140625,1.4089224204114055e-13
128,6,Ayy,10,0.15625,1.4290590702761125e-13
128,6,Ayy,11,0.171875,1.4503335641977835e-13
128,6,Ayy,12,0.1875,1.4735855824628185e-13
128,6,Ayy,13,0.203125,1.4977961269089096e-13
128,6,Ayy,14,0.21875,1.524109569411336e-13
128,6,Ayy,15,0.234375,1.5529482862556102e-13
128,6,Ayy,16,0.25,1.5845018761996119e-13
128,6,Ayy,17,0.265625,1.6184027414908692e-13
128,6,Ayy,18,0.28125,1.6553280333566366e-13
128,6,Ayy,19,0.296875,1.6954598604108779e-13
128,6,Ayy,20,0.3125,1.7395565687588274e-13
128,6,Ayy,21,0.328125,1.7869295403743326e-13
128,6,Ayy,22,0.34375,1.8384754304832957e-13
128,6,Ayy,23,0.359375,1.8955599029826432e-13
128,6,Ayy,24,0.375,1.9553021117625656e-13
128,6,Ayy,25,0.390625,2.0232821412207178e-13
128,6,Ayy,26,0.40625,2.0954964382634896e-13
128,6,Ayy,27,0.421875,2.1738964475977855e-13
128,6,Ayy,28,0.4375,2.2608176697997899e-13
128,6,Ayy,29,0.453125,2.354859222932242e-13
128,6,Ayy,30,0.46875,2.458516647745174e-13
128,6,Ayy,31,0.484375,2.572318177209477e-13
128,6,Ayy,32,0.5,2.6977249181159674e-13
128,6,Ayy,33,0.515625,2.835551548525976e-13
128,6,Ayy,34,0.53125,2.987872138524528e-13
128,6,Ayy,35,0.546875,3.156884620803081e-13
128,6,Ayy,36,0.5625,3.343793758569812e-13
128,6,Ayy,37,0.578125,3.55503705429412e-13
128,6,Ayy,38,0.59375,3.7888586259024493e-13
128,6,Ayy,39,0.609375,4.0523218372709395e-13
128,6,Ayy,40,0.625,4.3516324779825644e-13
128,6,Ayy,41,0.640625,4.68693635620025e-13
128,6,Ayy,42,0.65625,5.075067860342917e-13
128,6,Ayy,43,0.671875,5.51671310377429e-13
128,6,Ayy,44,0.6875,6.027182817569448e-13
128,6,Ayy,45,0.703125,6.621009527635384e-13
128,6,Ayy,46,0.71875,7.318383697556234e-13
128,6,Ayy,47,0.734375,8.142797131491133e-13
128,6,Ayy,48,0.75,9.127639208015607e-13
128,6,Ayy,49,0.765625,1.0319504743632241e-12
128,6,Ayy,50,0.78125,1.1779668216197653e-12
128,6,Ayy,51,0.796875,1.3592352304138178e-12
128,6,Ayy,52,0.8125,1.5898762234061491e-12
128,6,Ayy,53,0.828125,1.8869208031944874e-12
128,6,Ayy,54,0.84375,2.2821915395928522e-12
128,6,Ayy,55,0.859375,2.8243296678484373e-12
128,6,Ayy,56,0.875,3.5982259561739975e-12
128,6,Ayy,57,0.890625,4.766375153386331e-12
128,6,Ayy,58,0.90625,6.664000868423286e-12
128,6,Ayy,59,0.921875,1.011349223301304e-11
128,6,Ayy,60,0.9375,1.7658244841790284e-11
128,6,Ayy,61,0.953125,4.156056783355705e-11
128,6,Ayy,62,0.96875,2.936625761301524e-10
128,6,Ayy,63,0.984375,1.414396359450723e-10
128,6,Ayy,64,1.0,6.854060922969766e-12
128,6,Ayz,0,0.0,0.0
128,6,Ayz,1,0.015625,6.721152080267736e-14
128,6,Ayz,2,0.03125,9.304526891227882e-12
128,6,Ayz,3,0.046875,2.98806554796715e-14
128,6,Ayz,4,0.0625,2.3902621256680337e-14
128,6,Ayz,5,0.078125,2.237595008021839e-14
128,6,Ayz,6,0.09375,2.180029305027849e-14
128,6,Ayz,7,0.109375,2.1579739524839524e-14
128,6,Ayz,8,0.125,2.1536775033066088e-14
128,6,Ayz,9,0.140625,2.160150999980943e-14
128,6,Ayz,10,0.15625,2.1741876476157633e-14
128,6,Ayz,11,0.171875,2.1941754780243605e-14
128,6,Ayz,12,0.1875,2.219271031961116e-14
128,6,Ayz,13,0.203125,2.2490429119749725e-14
128,6,Ayz,14,0.21875,2.28330046274368e-14
128,6,Ayz,15,0.234375,2.322005265584223e-14
128,6,Ayz,16,0.25,2.3652269050205097e-14
128,6,Ayz,17,0.265625,2.4131169130854895e-14
128,6,Ayz,18,0.28125,2.4658945609825748e-14
128,6,Ayz,19,0.296875,2.5238412890458437e-14
128,6,Ayz,20,0.3125,2.5872992843533326e-14
128,6,Ayz,21,0.328125,2.656669836660219e-14
128,6,Ayz,22,0.34375,2.7324224777047824e-14
128,6,Ayz,23,0.359375,2.8150950243944744e-14
128,6,Ayz,24,0.375,2.905306997358852e-14
128,6,Ayz,25,0.390625,3.0037663012150504e-14
128,6,Ayz,26,0.40625,3.111283458588263e-14
128,6,Ayz,27,0.421875,3.2287883175051015e-14
128,6,Ayz,28,0.4375,3.357349692683246e-14
128,6,Ayz,29,0.453125,3.4981959432776496e-14
128,6,Ayz,30,0.46875,3.6527468193810425e-14
128,6,Ayz,31,0.484375,3.822647860689801e-14
128,6,Ayz,32,0.5,4.0098115702925616e-14
128,6,Ayz,33,0.515625,4.216474019818266e-14
128,6,Ayz,34,0.53125,4.445259430322538e-14
128,6,Ayz,35,0.546875,4.69926588364757e-14
128,6,Ayz,36,0.5625,4.982165686760714e-14
128,6,Ayz,37,0.578125,5.2983465005432197e-14
128,6,Ayz,38,0.59375,5.653076889592006e-14
128,6,Ayz,39,0.609375,6.052735484843888e-14
128,6,Ayz,40,0.625,6.505099694980526e-14
128,6,Ayz,41,0.640625,7.019734920588643e-14
128,6,Ayz,42,0.65625,7.608517711351412e-14
128,6,Ayz,43,0.671875,8.286340232386299e-14
128,6,Ayz,44,0.6875,9.072087450131653e-14
128,6,Ayz,45,0.703125,9.990017477157616e-14
128,6,Ayz,46,0.71875,1.1071696384835282e-13
128,6,Ayz,47,0.734375,1.23588831799783e-13
128,6,Ayz,48,0.75,1.3907769275226852e-13
128,6,Ayz,49,0.765625,1.5795503340063006e-13
128,6,Ayz,50,0.78125,1.8130448830742098e-13
128,6,Ayz,51,0.796875,2.1068915100508228e-13
128,6,Ayz,52,0.8125,2.4843500440499444e-13
128,6,Ayz,53,0.828125,2.981331087751297e-13
128,6,Ayz,54,0.84375,3.655809981622757e-13
128,6,Ayz,55,0.859375,4.606653435257606e-13
128,6,Ayz,56,0.875,6.014476562621894e-13
128,6,Ayz,57,0.890625,8.239998005254624e-13
128,6,Ayz,58,0.90625,1.2095350463063497e-12
128,6,Ayz,59,0.921875,1.9747714224373485e-12
128,6,Ayz,60,0.9375,3.871597850590907e-12
128,6,Ayz,61,0.953125,1.1096768460757514e-11
128,6,Ayz,62,0.96875,1.1317683467584644e-10
128,6,Ayz,63,0.984375,1.2513547320553966e-10
128,6,Ayz,64,1.0,2.3182962175323304e-11
128,6,Azz,0,0.0,0.0
128,6,Azz,1,0.015625,4.892396351493786e-14
128,6,Azz,2,0.03125,6.2378314149336275e-12
128,6,Azz,3,0.046875,4.561506934088696e-14
128,6,Azz,4,0.0625,3.8377794883193494e-14
128,6,Azz,5,0.078125,3.6509589221900096e-14
128,6,Azz,6,0.09375,3.5839765744750864e-14
128,6,Azz,7,0.109375,3.56130922280819e-14
128,6,Azz,8,0.125,3.560733552902344e-14
128,6,Azz,9,0.140625,3.5765340384295624e-14
128,6,Azz,10,0.15625,3.599762030248325e-14
128,6,Azz,11,0.171875,3.6391776504180107e-14
128,6,Azz,12,0.1875,3.68065271353686e-14
128,6,Azz,13,0.203125,3.732586527495113e-14
128,6,Azz,14,0.21875,3.792332773065141e-14
128,6,Azz,15,0.234375,3.8559809395553044e-14
128,6,Azz,16,0.25,3.928200933683242e-14
128,6,Azz,17,0.265625,4.008663086867592e-14
128,6,Azz,18,0.28125,4.0966075327553205e-14
128,6,Azz,19,0.296875,4.189514919588152e-14
128,6,Azz,20,0.3125,4.2969436346992175e-14
128,6,Azz,21,0.328125,4.4115792530010196e-14
128,6,Azz,22,0.34375,4.5381342142329727e-14
128,6,Azz,23,0.359375,4.675629068890606e-14
128,6,Azz,24,0.375,4.819766725761987e-14
128,6,Azz,25,0.390625,4.9850208973201976e-14
128,6,Azz,26,0.40625,5.1644423470419474e-14
128,6,Azz,27,0.421875,5.355820614027386e-14
128,6,Azz,28,0.4375,5.5715014464263364e-14
128,6,Azz,29,0.453125,5.801109575062864e-14
128,6,Azz,30,0.46875,6.055661559990986e-14
128,6,Azz,31,0.484375,6.335226484981615e-14
128,6,Azz,32,0.5,6.643056772508989e-14
128,6,Azz,33,0.515625,6.982469382905507e-14
128,6,Azz,34,0.53125,7.361710484190733e-14
128,6,Azz,35,0.546875,7.776889383840772e-14
128,6,Azz,36,0.5625,8.235608130884862e-14
128,6,Azz,37,0.578125,8.759476281472475e-14
128,6,Azz,38,0.59375,9.33313866824764e-14
128,6,Azz,39,0.609375,9.987386120855472e-14
128,6,Azz,40,0.625,1.0720591133371534e-13
128,6,Azz,41,0.640625,1.1552580316354073e-13
128,6,Azz,42,0.65625,1.2512495346190165e-13
128,6,Azz,43,0.671875,1.3604319758265718e-13
128,6,Azz,44,0.6875,1.4871247684466459e-13
128,6,Azz,45,0.703125,1.6351432467777996e-13
128,6,Azz,46,0.71875,1.807730063709409e-13
128,6,Azz,47,0.734375,2.0134664459822972e-13
128,6,Azz,48,0.75,2.2580162534217468e-13
128,6,Azz,49,0.765625,2.556100526879223e-13
128,6,Azz,50,0.78125,2.92213018298117e-13
128,6,Azz,51,0.796875,3.3772229979858754e-13
128,6,Azz,52,0.8125,3.956974236168175e-13
128,6,Azz,53,0.828125,4.707171199966301e-13
128,6,Azz,54,0.84375,5.714755599476078e-13
128,6,Azz,55,0.859375,7.102130439903602e-13
128,6,Azz,56,0.875,9.102217569543703e-13
128,6,Azz,57,0.890625,1.2158955920308151e-12
128,6,Azz,58,0.90625,1.7215328376247486e-12
128,6,Azz,59,0.921875,2.6646680154332603e-12
128,6,Azz,60,0.9375,4.80898514384822e-12
128,6,Azz,61,0.953125,1.2025896138481247e-11
128,6,Azz,62,0.96875,9.697777442317771e-11
128,6,Azz,63,0.984375,6.434545795241917e-11
128,6,Azz,64,1.0,1.4186910746094281e-11
128,6,Gamx,0,0.0,0.0
128,6,Gamx,1,0.015625,1.5901385505124212e-13
128,6,Gamx,2,0.03125,6.279821119630114e-11
128,6,Gamx,3,0.046875,3.9062968417422214e-13
128,6,Gamx,4,0.0625,3.206075690018132e-13
128,6,Gamx,5,0.078125,3.018057175304532e-13
128,6,Gamx,6,0.09375,2.9467979264601024e-13
128,6,Gamx,7,0.109375,2.919926501096007e-13
128,6,Gamx,8,0.125,2.9156682450290633e-13
128,6,Gamx,9,0.140625,2.925315954852605e-13
128,6,Gamx,10,0.15625,2.9448341083686954e-13
128,6,Gamx,11,0.171875,2.972183811558311e-13
128,6,Gamx,12,0.1875,3.0062957616273186e-13
128,6,Gamx,13,0.203125,3.046627527419382e-13
128,6,Gamx,14,0.21875,3.092942798249584e-13
128,6,Gamx,15,0.234375,3.145201912309978e-13
128,6,Gamx,16,0.25,3.2035047316591335e-13
128,6,Gamx,17,0.265625,3.2680578389743056e-13
128,6,Gamx,18,0.28125,3.339156418975952e-13
128,6,Gamx,19,0.296875,3.4171774246462483e-13
128,6,Gamx,20,0.3125,3.502575831224067e-13
128,6,Gamx,21,0.328125,3.595888504559762e-13
128,6,Gamx,22,0.34375,3.697736871113812e-13
128,6,Gamx,23,0.359375,3.8088358674780034e-13
128,6,Gamx,24,0.375,3.930004520872893e-13
128,6,Gamx,25,0.390625,4.062180424158755e-13
128,6,Gamx,26,0.40625,4.2064350775521387e-13
128,6,Gamx,27,0.421875,4.3639953258581967e-13
128,6,Gamx,28,0.4375,4.5362679891640605e-13
128,6,Gamx,29,0.453125,4.724869352838195e-13
128,6,Gamx,30,0.46875,4.931663741163248e-13
128,6,Gamx,31,0.484375,5.158806173915703e-13
128,6,Gamx,32,0.5,5.408799371528584e-13
128,6,Gamx,33,0.515625,5.684561012845163e-13
128,6,Gamx,34,0.53125,5.98950739062572e-13
128,6,Gamx,35,0.546875,6.32765908455733e-13
128,6,Gamx,36,0.5625,6.703773312248814e-13
128,6,Gamx,37,0.578125,7.123506927034743e-13
128,6,Gamx,38,0.59375,7.593637152755411e-13
128,6,Gamx,39,0.609375,8.122333464603274e-13
128,6,Gamx,40,0.625,8.719512205414822e-13
128,6,Gamx,41,0.640625,9.397315547352457e-13
128,6,Gamx,42,0.65625,1.017073351151354e-12
128,6,Gamx,43,0.671875,1.1058448473952416e-12
128,6,Gamx,44,0.6875,1.208399458752353e-12
128,6,Gamx,45,0.703125,1.3277360876319298e-12
128,6,Gamx,46,0.71875,1.4677251304030679e-12
128,6,Gamx,47,0.734375,1.6334335356699456e-12
128,6,Gamx,48,0.75,1.831602682044527e-12
128,6,Gamx,49,0.765625,2.071365948725895e-12
128,6,Gamx,50,0.78125,2.365357018978685e-12
128,6,Gamx,51,0.796875,2.7314752898221517e-12
128,6,Gamx,52,0.8125,3.1958000713972e-12
128,6,Gamx,53,0.828125,3.797604356474712e-12
128,6,Gamx,54,0.84375,4.5984320832294214e-12
128,6,Gamx,55,0.859375,5.6995552140019355e-12
128,6,Gamx,56,0.875,7.278173565627315e-12
128,6,Gamx,57,0.890625,9.670084821637825e-12
128,6,Gamx,58,0.90625,1.3584218550259023e-11
128,6,Gamx,59,0.921875,2.0768164738832572e-11
128,6,Gamx,60,0.9375,3.671495390820255e-11
128,6,Gamx,61,0.953125,8.8502160574257e-11
128,6,Gamx,62,0.96875,6.588960397495192e-10
128,6,Gamx,63,0.984375,3.57174903195098e-10
128,6,Gamx,64,1.0,5.6627130113584254e-11
128,6,Gamy,0,0.0,0.0
128,6,Gamy,1,0.015625,4.827369277803879e-14
128,6,Gamy,2,0.03125,3.3906838220376676e-11
128,6,Gamy,3,0.046875,4.06274943416392e-13
128,6,Gamy,4,0.0625,3.565403506222552e-13
128,6,Gamy,5,0.078125,3.4342294099332524e-13
128,6,Gamy,6,0.09375,3.389797080725607e-13
128,6,Gamy,7,0.109375,3.3794739522000855e-13
128,6,Gamy,8,0.125,3.387404256620633e-13
