resolution,transfer_order,variable,mode,k_over_nyquist,power
64,6,gxx,17,0.53125,2.4888889166983985e-16
64,6,gxx,18,0.5625,2.7830112768637445e-16
64,6,gxx,19,0.59375,3.155943581031839e-16
64,6,gxx,20,0.625,3.634672129084068e-16
64,6,gxx,21,0.65625,4.262757006901236e-16
64,6,gxx,22,0.6875,5.110937759300851e-16
64,6,gxx,23,0.71875,6.292774915346158e-16
64,6,gxx,24,0.75,8.01203768782319e-16
64,6,gxx,25,0.78125,1.0675475341491228e-15
64,6,gxx,26,0.8125,1.5164611003968481e-15
64,6,gxx,27,0.84375,2.372215762453015e-15
64,6,gxx,28,0.875,4.387253112030947e-15
64,6,gxx,29,0.90625,1.1544096929527991e-14
64,6,gxx,30,0.9375,1.056877058621093e-13
64,6,gxx,31,0.96875,7.217746833645392e-14
64,6,gxx,32,1.0,2.022086747961063e-14
64,6,gxy,0,0.0,0.0
64,6,gxy,1,0.03125,6.6791478179995415e-16
64,6,gxy,2,0.0625,1.684308670963855e-13
64,6,gxy,3,0.09375,5.065517569293042e-16
64,6,gxy,4,0.125,2.645529340679672e-16
64,6,gxy,5,0.15625,2.108747573252163e-16
64,6,gxy,6,0.1875,1.9140435084666518e-16
64,6,gxy,7,0.21875,1.8402295873688074e-16
64,6,gxy,8,0.25,1.826559437722477e-16
64,6,gxy,9,0.28125,1.8502697594150243e-16
64,6,gxy,10,0.3125,1.901793867405419e-16
64,6,gxy,11,0.34375,1.978322543134574e-16
64,6,gxy,12,0.375,2.0796883274680822e-16
64,6,gxy,13,0.40625,2.2072382085155404e-16
64,6,gxy,14,0.4375,2.364603974233797e-16
64,6,gxy,15,0.46875,2.5578170576641296e-16
64,6,gxy,16,0.5,2.794515122144476e-16
64,6,gxy,17,0.53125,3.085086591715659e-16
64,6,gxy,18,0.5625,3.445939191414614e-16
64,6,gxy,19,0.59375,3.9000349467736175e-16
64,6,gxy,20,0.625,4.478283352122749e-16
64,6,gxy,21,0.65625,5.229274547962467e-16
64,6,gxy,22,0.6875,6.231305802731875e-16
64,6,gxy,23,0.71875,7.607752352701277e-16
64,6,gxy,24,0.75,9.572490804331747e-16
64,6,gxy,25,0.78125,1.2538611808444304e-15
64,6,gxy,26,0.8125,1.7367714854030528e-15
64,6,gxy,27,0.84375,2.612599509465429e-15
64,6,gxy,28,0.875,4.522083811613346e-15
64,6,gxy,29,0.90625,1.0556753039782889e-14
64,6,gxy,30,0.9375,7.547212635609675e-14
64,6,gxy,31,0.96875,2.6308873183763777e-14
64,6,gxy,32,1.0,1.976943182939712e-15
64,6,gxz,0,0.0,0.0
64,6,gxz,1,0.03125,7.637447718191063e-16
64,6,gxz,2,0.0625,1.3416006984865402e-13
64,6,gxz,3,0.09375,3.0835443618669136e-16
64,6,gxz,4,0.125,1.3617424042134656e-16
64,6,gxz,5,0.15625,9.882636301155904e-17
64,6,gxz,6,0.1875,8.468155219321078e-17
64,6,gxz,7,0.21875,7.844750609116732e-17
64,6,gxz,8,0.25,7.595216139402539e-17
64,6,gxz,9,0.28125,7.561919941445063e-17
64,6,gxz,10,0.3125,7.676445809652356e-17
64,6,gxz,11,0.34375,7.914178762587703e-17
64,6,gxz,12,0.375,8.266332289112168e-17
64,6,gxz,13,0.40625,8.732711586951654e-17
64,6,gxz,14,0.4375,9.325026952589536e-17
64,6,gxz,15,0.46875,1.0066781426512001e-16
64,6,gxz,16,0.5,1.0987671401113792e-16
64,6,gxz,17,0.53125,1.2128611094007196e-16
64,6,gxz,18,0.5625,1.3559767874106822e-16
64,6,gxz,19,0.59375,1.5379649932645157e-16
64,6,gxz,20,0.625,1.7717852615581804e-16
64,6,gxz,21,0.65625,2.0787294780694134e-16
64,6,gxz,22,0.6875,2.494082942013343e-16
64,6,gxz,23,0.71875,3.073862763891864e-16
64,6,gxz,24,0.75,3.918709395603858e-16
64,6,gxz,25,0.78125,5.2323193745991785e-16
64,6,gxz,26,0.8125,7.458863890716607e-16
64,6,gxz,27,0.84375,1.1729000312170925e-15
64,6,gxz,28,0.875,2.186062610114608e-15
64,6,gxz,29,0.90625,5.839883416721851e-15
64,6,gxz,30,0.9375,5.51303122038987e-14
64,6,gxz,31,0.96875,4.285668470139622e-14
64,6,gxz,32,1.0,9.425068465397415e-15
64,6,gyy,0,0.0,0.0
64,6,gyy,1,0.03125,6.84109183012474e-16
64,6,gyy,2,0.0625,9.789363546098442e-14
64,6,gyy,3,0.09375,9.473418542722151e-17
64,6,gyy,4,0.125,2.394766026961537e-17
64,6,gyy,5,0.15625,1.2099285862184198e-17
64,6,gyy,6,0.1875,8.05036029803625e-18
64,6,gyy,7,0.21875,6.284993874313398e-18
64,6,gyy,8,0.25,5.410689876046973e-18
64,6,gyy,9,0.28125,4.985399572011977e-18
64,6,gyy,10,0.3125,4.830099597001391e-18
64,6,gyy,11,0.34375,4.857158134658567e-18
64,6,gyy,12,0.375,5.037370073875259e-18
64,6,gyy,13,0.40625,5.370659910932722e-18
64,6,gyy,14,0.4375,5.868828502488855e-18
64,6,gyy,15,0.46875,6.56022130637198e-18
64,6,gyy,16,0.5,7.509545959735317e-18
64,6,gyy,17,0.53125,8.813588834599551e-18
64,6,gyy,18,0.5625,1.0594366460458587e-17
64,6,gyy,19,0.59375,1.3073314965771153e-17
64,6,gyy,20,0.625,1.663998541971754e-17
64,6,gyy,21,0.65625,2.189426328681336e-17
64,6,gyy,22,0.6875,2.992617378035916e-17
64,6,gyy,23,0.71875,4.291652546044879e-17
64,6,gyy,24,0.75,6.520262171141663e-17
64,6,gyy,25,0.78125,1.0628167214216789e-16
64,6,gyy,26,0.8125,1.9051459058156076e-16
64,6,gyy,27,0.84375,3.915676470166996e-16
64,6,gyy,28,0.875,9.942016402314626e-16
64,6,gyy,29,0.90625,3.792206249183137e-15
64,6,gyy,30,0.9375,5.370703436616619e-14
64,6,gyy,31,0.96875,6.099901325461268e-14
64,6,gyy,32,1.0,2.0040451680585003e-14
64,6,gyz,0,0.0,0.0
64,6,gyz,1,0.03125,1.1537781137599478e-16
64,6,gyz,2,0.0625,1.1903303817986382e-14
64,6,gyz,3,0.09375,1.4958194868071437e-17
64,6,gyz,4,0.125,1.9363899384663114e-17
64,6,gyz,5,0.15625,2.2030150945664382e-17
64,6,gyz,6,0.1875,2.3915521958064494e-17
64,6,gyz,7,0.21875,2.545556623755557e-17
64,6,gyz,8,0.25,2.6944355886132264e-17
64,6,gyz,9,0.28125,2.849869239574498e-17
64,6,gyz,10,0.3125,3.019699526512407e-17
64,6,gyz,11,0.34375,3.213228255336211e-17
64,6,gyz,12,0.375,3.437642532519584e-17
64,6,gyz,13,0.40625,3.699729246386532e-17
64,6,gyz,14,0.4375,4.008745124288295e-17
64,6,gyz,15,0.46875,4.3780601921855474e-17
64,6,gyz,16,0.5,4.8236466783851255e-17
64,6,gyz,17,0.53125,5.364954588006143e-17
64,6,gyz,18,0.5625,6.034854007340601e-17
64,6,gyz,19,0.59375,6.880633021704933e-17
64,6,gyz,20,0.625,7.960861024523449e-17
64,6,gyz,21,0.65625,9.369169228419787e-17
64,6,gyz,22,0.6875,1.1266460222257653e-16
64,6,gyz,23,0.71875,1.3909910347129906e-16
64,6,gyz,24,0.75,1.7751349213135328e-16
64,6,gyz,25,0.78125,2.370212852028461e-16
64,6,gyz,26,0.8125,3.3770760378780676e-16
64,6,gyz,27,0.84375,5.303146232757469e-16
64,6,gyz,28,0.875,9.8201161553573e-16
64,6,gyz,29,0.90625,2.589909701434889e-15
64,6,gyz,30,0.9375,2.4064468822130408e-14
64,6,gyz,31,0.96875,1.8111283920810965e-14
64,6,gyz,32,1.0,3.769770031528643e-15
64,6,gzz,0,0.0,0.0
64,6,gzz,1,0.03125,4.051554965175004e-16
64,6,gzz,2,0.0625,6.598021597054591e-14
64,6,gzz,3,0.09375,2.4715005016441974e-16
64,6,gzz,4,0.125,1.422899090510141e-16
64,6,gzz,5,0.15625,1.1863312080811056e-16
64,6,gzz,6,0.1875,1.1037262402618133e-16
64,6,gzz,7,0.21875,1.0778721072629597e-16
64,6,gzz,8,0.25,1.0805000446421699e-16
64,6,gzz,9,0.28125,1.1020192941173922e-16
64,6,gzz,10,0.3125,1.1386836216438119e-16
64,6,gzz,11,0.34375,1.1889284505455387e-16
64,6,gzz,12,0.375,1.2530903656911404e-16
64,6,gzz,13,0.40625,1.332731875103018e-16
64,6,gzz,14,0.4375,1.4303345797294595e-16
64,6,gzz,15,0.46875,1.549265848332559e-16
64,6,gzz,16,0.5,1.6944536885713716e-16
64,6,gzz,17,0.53125,1.8731341860463705e-16
64,6,gzz,18,0.5625,2.094432376007635e-16
64,6,gzz,19,0.59375,2.3712925861976745e-16
64,6,gzz,20,0.625,2.7244704649246533e-16
64,6,gzz,21,0.65625,3.184386348305547e-16
64,6,gzz,22,0.6875,3.796788430114044e-16
64,6,gzz,23,0.71875,4.638884569272717e-16
64,6,gzz,24,0.75,5.846029438058053e-16
64,6,gzz,25,0.78125,7.667902748960138e-16
64,6,gzz,26,0.8125,1.0625471246017647e-15
64,6,gzz,27,0.84375,1.6007971639588342e-15
64,6,gzz,28,0.875,2.784334413634443e-15
64,6,gzz,29,0.90625,6.558735921346647e-15
64,6,gzz,30,0.9375,4.786776106686041e-14
64,6,gzz,31,0.96875,1.8949513479755037e-14
64,6,gzz,32,1.0,1.3330332671369712e-15
64,6,Khat,0,0.0,0.0
64,6,Khat,1,0.03125,3.1698941388426335e-11
64,6,Khat,2,0.0625,1.890213385814688e-09
64,6,Khat,3,0.09375,9.016767680980849e-11
64,6,Khat,4,0.125,7.722526623885088e-11
64,6,Khat,5,0.15625,7.472247478661284e-11
64,6,Khat,6,0.1875,7.48317369874551e-11
64,6,Khat,7,0.21875,7.619059269931009e-11
64,6,Khat,8,0.25,7.841600634296959e-11
64,6,Khat,9,0.28125,8.13987255847977e-11
64,6,Khat,10,0.3125,8.51408504033625e-11
64,6,Khat,11,0.34375,8.970669363245557e-11
64,6,Khat,12,0.375,9.520776414488747e-11
64,6,Khat,13,0.40625,1.01806749949532e-10
64,6,Khat,14,0.4375,1.0972411797911562e-10
64,6,Khat,15,0.46875,1.1925783262656765e-10
64,6,Khat,16,0.5,1.308070907312755e-10
64,6,Khat,17,0.53125,1.449187064523971e-10
64,6,Khat,18,0.5625,1.6234970450855653e-10
64,6,Khat,19,0.59375,1.841746938143915e-10
64,6,Khat,20,0.625,2.1196529938966592e-10
64,6,Khat,21,0.65625,2.4807713990790757e-10
64,6,Khat,22,0.6875,2.9620424371202753e-10
64,6,Khat,23,0.71875,3.624111954866324e-10
64,6,Khat,24,0.75,4.57289793756073e-10
64,6,Khat,25,0.78125,6.008510397873644e-10
64,6,Khat,26,0.8125,8.351742901729969e-10
64,6,Khat,27,0.84375,1.2635320117547652e-09
64,6,Khat,28,0.875,2.2090012537519574e-09
64,6,Khat,29,0.90625,5.2561115923856735e-09
64,6,Khat,30,0.9375,3.932583493183344e-08
64,6,Khat,31,0.96875,1.7165665660609835e-08
64,6,Khat,32,1.0,1.8120676485105122e-09
64,6,Axx,0,0.0,0.0
64,6,Axx,1,0.03125,3.0149911940579056e-11
64,6,Axx,2,0.0625,2.268129718985804e-09
64,6,Axx,3,0.09375,3.588888477281999e-12
64,6,Axx,4,0.125,6.17427610636182e-12
64,6,Axx,5,0.15625,7.279076461361319e-12
64,6,Axx,6,0.1875,7.963001106709498e-12
64,6,Axx,7,0.21875,8.506899432826983e-12
64,6,Axx,8,0.25,9.016293137077247e-12
64,6,Axx,9,0.28125,9.54248816897321e-12
64,6,Axx,10,0.3125,1.011684266572206e-11
64,6,Axx,11,0.34375,1.076424518675325e-11
64,6,Axx,12,0.375,1.150882642356384e-11
64,6,Axx,13,0.40625,1.2376843451197886e-11
64,6,Axx,14,0.4375,1.3399597275084026e-11
64,6,Axx,15,0.46875,1.4616698124705372e-11
64,6,Axx,16,0.5,1.608039546709092e-11
64,6,Axx,17,0.53125,1.7859945742745063e-11
64,6,Axx,18,0.5625,2.0051220150741163e-11
64,6,Axx,19,0.59375,2.279030749521353e-11
64,6,Axx,20,0.625,2.6273687511229093e-11
64,6,Axx,21,0.65625,3.079941491885266e-11
64,6,Axx,22,0.6875,3.683237060076028e-11
64,6,Axx,23,0.71875,4.513936289946747e-11
64,6,Axx,24,0.75,5.706098512139891e-11
64,6,Axx,25,0.78125,7.513927043265815e-11
64,6,Axx,26,0.8125,1.0474583146749121e-10
64,6,Axx,27,0.84375,1.5913995251937792e-10
64,6,Axx,28,0.875,2.8011936059327e-10
64,6,Axx,29,0.90625,6.751037982305007e-10
64,6,Axx,30,0.9375,5.205538701129131e-09
64,6,Axx,31,0.96875,2.4802442521581616e-09
64,6,Axx,32,1.0,3.4169910397199313e-10
64,6,Axy,0,0.0,0.0
64,6,Axy,1,0.03125,1.470773077216693e-11
64,6,Axy,2,0.0625,5.655215135504984e-10
64,6,Axy,3,0.09375,1.9827754405832984e-11
64,6,Axy,4,0.125,1.6942776610333423e-11
64,6,Axy,5,0.15625,1.6391652584871473e-11
64,6,Axy,6,0.1875,1.6419757643403988e-11
64,6,Axy,7,0.21875,1.672119254729991e-11
64,6,Axy,8,0.25,1.721224674924681e-11
64,6,Axy,9,0.28125,1.7869287818337775e-11
64,6,Axy,10,0.3125,1.8692845867103237e-11
64,6,Axy,11,0.34375,1.9697182323736632e-11
64,6,Axy,12,0.375,2.0907155211564807e-11
64,6,Axy,13,0.40625,2.235859242412296e-11
64,6,Axy,14,0.4375,2.410024841921912e-11
64,6,Axy,15,0.46875,2.6197401452523636e-11
64,6,Axy,16,0.5,2.8738659942657237e-11
64,6,Axy,17,0.53125,3.184420416700344e-11
64,6,Axy,18,0.5625,3.5681572056419957e-11
64,6,Axy,19,0.59375,4.048847159837672e-11
64,6,Axy,20,0.625,4.6611608333225443e-11
64,6,Axy,21,0.65625,5.457336985289271e-11
64,6,Axy,22,0.6875,6.51929508756412e-11
64,6,Axy,23,0.71875,7.981816312342665e-11
64,6,Axy,24,0.75,1.0080778329821755e-10
64,6,Axy,25,0.78125,1.32630961793151e-10
64,6,Axy,26,0.8125,1.8472888515482992e-10
64,6,Axy,27,0.84375,2.8040443780244717e-10
64,6,Axy,28,0.875,4.931800014764385e-10
64,6,Axy,29,0.90625,1.1889473742244112e-09
64,6,Axy,30,0.9375,9.24955457544203e-09
64,6,Axy,31,0.96875,5.331992790668959e-09
64,6,Axy,32,1.0,1.4157710622032143e-10
64,6,Axz,0,0.0,0.0
64,6,Axz,1,0.03125,1.223388875613455e-11
64,6,Axz,2,0.0625,5.262668246647927e-10
64,6,Axz,3,0.09375,1.5644713156623037e-11
64,6,Axz,4,0.125,1.3096633453016195e-11
64,6,Axz,5,0.15625,1.2581853805589763e-11
64,6,Axz,6,0.1875,1.2562033696930561e-11
64,6,Axz,7,0.21875,1.2769895887188083e-11
64,6,Axz,8,0.25,1.3131312221222056e-11
64,6,Axz,9,0.28125,1.3624215376713343e-11
64,6,Axz,10,0.3125,1.4247231075103426e-11
64,6,Axz,11,0.34375,1.5010363488158856e-11
64,6,Axz,12,0.375,1.5932281720185203e-11
64,6,Axz,13,0.40625,1.7040285227350653e-11
64,6,Axz,14,0.4375,1.8371810113108814e-11
64,6,Axz,15,0.46875,1.9977397719206906e-11
64,6,Axz,16,0.5,2.1925459388578695e-11
64,6,Axz,17,0.53125,2.4309646908238927e-11
64,6,Axz,18,0.5625,2.7260463925009526e-11
64,6,Axz,19,0.59375,3.096391103358973e-11
64,6,Axz,20,0.625,3.5692421549295254e-11
64,6,Axz,21,0.65625,4.185855518203274e-11
64,6,Axz,22,0.6875,5.011293898081938e-11
64,6,Axz,23,0.71875,6.153423730793303e-11
64,6,Axz,24,0.75,7.80273765947107e-11
64,6,Axz,25,0.78125,1.0324515502264414e-10
64,6,Axz,26,0.8125,1.4501972846625806e-10
64,6,Axz,27,0.84375,2.2306695975907162e-10
64,6,Axz,28,0.875,4.012376305793642e-10
64,6,Axz,29,0.90625,1.0089621002103364e-09
64,6,Axz,30,0.9375,8.60095470722206e-09
64,6,Axz,31,0.96875,6.268006758849521e-09
64,6,Axz,32,1.0,4.845489904729809e-10
64,6,Ayy,0,0.0,0.0
64,6,Ayy,1,0.03125,4.605132662583191e-11
64,6,Ayy,2,0.0625,8.843129425513997e-10
64,6,Ayy,3,0.09375,2.6827211726448892e-11
64,6,Ayy,4,0.125,3.124442824607097e-11
64,6,Ayy,5,0.15625,3.31924009468791e-11
64,6,Ayy,6,0.1875,3.469536593078502e-11
64,6,Ayy,7,0.21875,3.616879998023628e-11
64,6,Ayy,8,0.25,3.7769014931812487e-11
64,6,Ayy,9,0.28125,3.958363876759607e-11
64,6,Ayy,10,0.3125,4.168057395677221e-11
64,6,Ayy,11,0.34375,4.4127761314110865e-11
64,6,Ayy,12,0.375,4.7003082856842134e-11
64,6,Ayy,13,0.40625,5.039912441189876e-11
64,6,Ayy,14,0.4375,5.4434495824121605e-11
64,6,Ayy,15,0.46875,5.926280313036434e-11
64,6,Ayy,16,0.5,6.508775010449482e-11
64,6,Ayy,17,0.53125,7.218407902575025e-11
64,6,Ayy,18,0.5625,8.0931403028203e-11
64,6,Ayy,19,0.59375,9.186766163745753e-11
64,6,Ayy,20,0.625,1.0577387959905159e-10
64,6,Ayy,21,0.65625,1.2382601253972656e-10
64,6,Ayy,22,0.6875,1.4785858081973635e-10
64,6,Ayy,23,0.71875,1.8088325233085122e-10
64,6,Ayy,24,0.75,2.2814755217513995e-10
64,6,Ayy,25,0.78125,2.9954169026436544e-10
64,6,Ayy,26,0.8125,4.158045925986773e-10
64,6,Ayy,27,0.84375,6.276393290510655e-10
64,6,Ayy,28,0.875,1.0928024495408e-09
64,6,Ayy,29,0.90625,2.580050279540616e-09
64,6,Ayy,30,0.9375,1.8967752106199742e-08
64,6,Ayy,31,0.96875,7.994396686295205e-09
64,6,Ayy,32,1.0,4.1658959119715357e-10
64,6,Ayz,0,0.0,0.0
64,6,Ayz,1,0.03125,8.194375783087844e-12
64,6,Ayz,2,0.0625,5.842308033191014e-10
64,6,Ayz,3,0.09375,7.742718803752758e-12
64,6,Ayz,4,0.125,6.163529465470293e-12
64,6,Ayz,5,0.15625,5.836628409320556e-12
64,6,Ayz,6,0.1875,5.792324405058235e-12
64,6,Ayz,7,0.21875,5.871105451285654e-12
64,6,Ayz,8,0.25,6.028927964292357e-12
64,6,Ayz,9,0.28125,6.252102790474096e-12
64,6,Ayz,10,0.3125,6.538632807403461e-12
64,6,Ayz,11,0.34375,6.8927128551603546e-12
64,6,Ayz,12,0.375,7.323097487867996e-12
64,6,Ayz,13,0.40625,7.842987701694293e-12
64,6,Ayz,14,0.4375,8.470764358519719e-12
64,6,Ayz,15,0.46875,9.231532505944846e-12
64,6,Ayz,16,0.5,1.0159656190282761e-11
64,6,Ayz,17,0.53125,1.1302725299539694e-11
64,6,Ayz,18,0.5625,1.272791474286601e-11
64,6,Ayz,19,0.59375,1.4532415441674996e-11
64,6,Ayz,20,0.625,1.686109634375737e-11
64,6,Ayz,21,0.65625,1.9937870422375755e-11
64,6,Ayz,22,0.6875,2.4124540672226345e-11
64,6,Ayz,23,0.71875,3.003859513538684e-11
64,6,Ayz,24,0.75,3.8809006180950064e-11
64,6,Ayz,25,0.78125,5.269281658017824e-11
64,6,Ayz,26,0.8125,7.677917161476704e-11
64,6,Ayz,27,0.84375,1.2467986779882174e-10
64,6,Ayz,28,0.875,2.438145224845049e-10
64,6,Ayz,29,0.90625,7.013104421536718e-10
64,6,Ayz,30,0.9375,7.449177408122354e-09
64,6,Ayz,31,0.96875,7.250060122584824e-09
64,6,Ayz,32,1.0,1.3900439391697922e-09
64,6,Azz,0,0.0,0.0
64,6,Azz,1,0.03125,6.054835914728228e-12
64,6,Azz,2,0.0625,3.655401776663395e-10
64,6,Azz,3,0.09375,1.1628691242369482e-11
64,6,Azz,4,0.125,9.794964466136944e-12
64,6,Azz,5,0.15625,9.443199173702593e-12
64,6,Azz,6,0.1875,9.44050268088881e-12
64,6,Azz,7,0.21875,9.603659074777473e-12
64,6,Azz,8,0.25,9.880000593694518e-12
64,6,Azz,9,0.28125,1.0253987784112597e-11
64,6,Azz,10,0.3125,1.072521566918117e-11
64,6,Azz,11,0.34375,1.1301575422358274e-11
64,6,Azz,12,0.375,1.199752100093878e-11
64,6,Azz,13,0.40625,1.2833261020095141e-11
64,6,Azz,14,0.4375,1.3837396306867968e-11
64,6,Azz,15,0.46875,1.5048200389936647e-11
64,6,Azz,16,0.5,1.6517047154243777e-11
64,6,Azz,17,0.53125,1.8314880324961586e-11
64,6,Azz,18,0.5625,2.0540069173197812e-11
64,6,Azz,19,0.59375,2.333281819993057e-11
64,6,Azz,20,0.625,2.689942035938975e-11
64,6,Azz,21,0.65625,3.1551081666518066e-11
64,6,Azz,22,0.6875,3.777928213903245e-11
64,6,Azz,23,0.71875,4.639888269255476e-11
64,6,Azz,24,0.75,5.885046728408846e-11
64,6,Azz,25,0.78125,7.78958750211933e-11
64,6,Azz,26,0.8125,1.0945471653176227e-10
64,6,Azz,27,0.84375,1.6842548512382587e-10
64,6,Azz,28,0.875,3.029917490872089e-10
64,6,Azz,29,0.90625,7.593814675775393e-10
64,6,Azz,30,0.9375,6.361999258373904e-09
64,6,Azz,31,0.96875,3.669230199540227e-09
64,6,Azz,32,1.0,8.512071623862601e-10
64,6,Gamx,0,0.0,0.0
64,6,Gamx,1,0.03125,1.7793414976859685e-11
64,6,Gamx,2,0.0625,3.7136187451697697e-09
64,6,Gamx,3,0.09375,9.933932601475614e-11
64,6,Gamx,4,0.125,8.141938320725773e-11
64,6,Gamx,5,0.15625,7.760431437583602e-11
64,6,Gamx,6,0.1875,7.717899463606986e-11
64,6,Gamx,7,0.21875,7.82760062321622e-11
64,6,Gamx,8,0.25,8.037031984987448e-11
64,6,Gamx,9,0.28125,8.329744208013018e-11
64,6,Gamx,10,0.3125,8.703416219834139e-11
64,6,Gamx,11,0.34375,9.163285815232524e-11
64,6,Gamx,12,0.375,9.720148032131257e-11
64,6,Gamx,13,0.40625,1.0390156507983506e-10
64,6,Gamx,14,0.4375,1.1195639039150769e-10
64,6,Gamx,15,0.46875,1.2166813195014907e-10
64,6,Gamx,16,0.5,1.334458543917564e-10
64,6,Gamx,17,0.53125,1.478489765383672e-10
64,6,Gamx,18,0.5625,1.656553982337733e-10
64,6,Gamx,19,0.59375,1.8797079754234486e-10
64,6,Gamx,20,0.625,2.1640934790457525e-10
64,6,Gamx,21,0.65625,2.534050843127021e-10
64,6,Gamx,22,0.6875,3.027762912120587e-10
64,6,Gamx,23,0.71875,3.7081214235482036e-10
64,6,Gamx,24,0.75,4.685282962249464e-10
64,6,Gamx,25,0.78125,6.168257650005171e-10
64,6,Gamx,26,0.8125,8.59907045110772e-10
64,6,Gamx,27,0.84375,1.3070220442700822e-09
64,6,Gamx,28,0.875,2.303087358694644e-09
64,6,Gamx,29,0.90625,5.564692023465116e-09
64,6,Gamx,30,0.9375,4.3034573098420405e-08
64,6,Gamx,31,0.96875,2.0239638230558138e-08
64,6,Gamx,32,1.0,3.3860899342300773e-09
64,6,Gamy,0,0.0,0.0
64,6,Gamy,1,0.03125,1.985004606526812e-11
64,6,Gamy,2,0.0625,1.9533501895321312e-09
64,6,Gamy,3,0.09375,1.0324449771170396e-10
64,6,Gamy,4,0.125,9.063571461322839e-11
64,6,Gamy,5,0.15625,8.844363601514687e-11
64,6,Gamy,6,0.1875,8.894937536508506e-11
64,6,Gamy,7,0.21875,9.078714183102629e-11
64,6,Gamy,8,0.25,9.358884984871418e-11
64,6,Gamy,9,0.28125,9.726094790395399e-11
64,6,Gamy,10,0.3125,1.0182367866818252e-10
64,6,Gamy,11,0.34375,1.0736437642484058e-10
64,6,Gamy,12,0.375,1.1402566903066041e-10
64,6,Gamy,13,0.40625,1.2200839305965895e-10
64,6,Gamy,14,0.4375,1.3158394516622683e-10
64,6,Gamy,15,0.46875,1.4311623262686961e-10
64,6,Gamy,16,0.5,1.570961255609317e-10
64,6,Gamy,17,0.53125,1.74194382178226e-10
64,6,Gamy,18,0.5625,1.9534438789827324e-10
64,6,Gamy,19,0.59375,2.2187509223266256e-10
64,6,Gamy,20,0.625,2.557315016583637e-10
64,6,Gamy,21,0.65625,2.998560942154256e-10
64,6,Gamy,22,0.6875,3.5888371542800854e-10
64,6,Gamy,23,0.71875,4.4048779417134323e-10
64,6,Gamy,24,0.75,5.581953806959254e-10
64,6,Gamy,25,0.78125,7.378828402595481e-10
64,6,Gamy,26,0.8125,1.0348506732334518e-09
64,6,Gamy,27,0.84375,1.5876547009681527e-09
64,6,Gamy,28,0.875,2.841747579947823e-09
64,6,Gamy,29,0.90625,7.0688356514662786e-09
64,6,Gamy,30,0.9375,5.822094337471137e-08
64,6,Gamy,31,0.96875,3.299685712725158e-08
64,6,Gamy,32,1.0,6.664913261207049e-09
64,6,Gamz,0,0.0,0.0
64,6,Gamz,1,0.03125,2.400489490563693e-12
64,6,Gamz,2,0.0625,2.1964343085783086e-09
64,6,Gamz,3,0.09375,5.1845564387597066e-11
64,6,Gamz,4,0.125,4.347974060703788e-11
64,6,Gamz,5,0.15625,4.183094729521458e-11
64,6,Gamz,6,0.1875,4.180184930509395e-11
64,6,Gamz,7,0.21875,4.251890429375726e-11
64,6,Gamz,8,0.25,4.374231356753817e-11
64,6,Gamz,9,0.28125,4.5402123544512735e-11
64,6,Gamz,10,0.3125,4.749590611449327e-11
64,6,Gamz,11,0.34375,5.005864352313619e-11
64,6,Gamz,12,0.375,5.315420860571125e-11
64,6,Gamz,13,0.40625,5.687552293938539e-11
64,6,Gamz,14,0.4375,6.134988621343687e-11
64,6,Gamz,15,0.46875,6.674925577379322e-11
64,6,Gamz,16,0.5,7.330675548200014e-11
64,6,Gamz,17,0.53125,8.134225471307942e-11
64,6,Gamz,18,0.5625,9.130262322658729e-11
64,6,Gamz,19,0.59375,1.0382687873498765e-10
64,6,Gamz,20,0.625,1.1985491326612483e-10
64,6,Gamz,21,0.65625,1.408168334391259e-10
64,6,Gamz,22,0.6875,1.689809155888937e-10
64,6,Gamz,23,0.71875,2.081343418965514e-10
64,6,Gamz,24,0.75,2.650227614383835e-10
64,6,Gamz,25,0.78125,3.5271703921960777e-10
64,6,Gamz,26,0.8125,4.996058619294716e-10
64,6,Gamz,27,0.84375,7.782901787810927e-10
64,6,Gamz,28,0.875,1.4284041964125945e-09
64,6,Gamz,29,0.90625,3.715582622329476e-09
64,6,Gamz,30,0.9375,3.3440735084774233e-08
64,6,Gamz,31,0.96875,2.3954011401837768e-08
64,6,Gamz,32,1.0,4.883345732925126e-09
64,6,Theta,0,0.0,0.0
64,6,Theta,1,0.03125,1.0356806727934297e-11
64,6,Theta,2,0.0625,9.24990642514721e-10
64,6,Theta,3,0.09375,2.1946349675626485e-11
64,6,Theta,4,0.125,1.8609819148535963e-11
64,6,Theta,5,0.15625,1.799465201384146e-11
64,6,Theta,6,0.1875,1.80278894401529e-11
64,6,Theta,7,0.21875,1.836353047203113e-11
64,6,Theta,8,0.25,1.8909221720147844e-11
64,6,Theta,9,0.28125,1.9638397186680442e-11
64,6,Theta,10,0.3125,2.0552982022436646e-11
64,6,Theta,11,0.34375,2.1668556248009432e-11
64,6,Theta,12,0.375,2.3014063827530965e-11
64,6,Theta,13,0.40625,2.462964433570918e-11
64,6,Theta,14,0.4375,2.6570704012912274e-11
64,6,Theta,15,0.46875,2.8912814504825306e-11
64,6,Theta,16,0.5,3.175597823712871e-11
64,6,Theta,17,0.53125,3.523940164028386e-11
64,6,Theta,18,0.5625,3.95568444424725e-11
64,6,Theta,19,0.59375,4.4984278025408834e-11
64,6,Theta,20,0.625,5.1930680280573796e-11
