prescription,time,dt,C-norm2,H-norm2,M-norm2,Z-norm2,max_abs_K,maxAbsKret,cycle,axisLapse,axisTau,axisKret,muMin,muMax
local_abs_K,5.5781250000000027e-01,9.3749999999999997e-03,1.2119887287259178e-01,9.2049572180369674e-02,2.0501914296780756e-02,1.9928016082713241e-03,3.0955718387414383e-01,3.7855751349782992e+01,5.6000000000000000e+01,6.1589075591253228e-01,3.4355176120478992e-01,5.6434976682702507e-04,4.3111064297162837e-09,3.0958646076493535e-01
local_abs_K,5.9531250000000036e-01,9.3749999999999997e-03,1.0740843428653842e-01,7.6384238614510686e-02,2.4009331436939677e-02,1.5428160980193784e-03,3.1190409854195744e-01,3.2011941620126507e+01,6.0000000000000000e+01,6.1589091216185177e-01,3.6664766740308163e-01,5.6428205982239567e-04,2.1936506684888126e-07,3.1193317683250243e-01
local_abs_K,6.3281250000000044e-01,9.3749999999999997e-03,9.7980695440924692e-02,6.5911196567296285e-02,2.5661998999699578e-02,1.3680743731389379e-03,3.1188777623439040e-01,2.6222926799184904e+01,6.4000000000000000e+01,6.1589109729370128e-01,3.8974357998901166e-01,5.6421089282433995e-04,2.1044599849507966e-09,3.1191722836390395e-01
local_abs_K,6.7031250000000053e-01,9.3749999999999997e-03,9.2939584583978482e-02,6.0684995746119602e-02,2.5553178398844963e-02,1.4379793609441670e-03,3.0946709229201141e-01,2.0696590080225349e+01,6.8000000000000000e+01,6.1589131613464287e-01,4.1283950013441056e-01,5.6413634897146698e-04,1.2830353262067843e-07,3.0949733717385874e-01
local_abs_K,7.0781250000000062e-01,9.3749999999999997e-03,9.3523007433659253e-02,6.1448851867589874e-02,2.4063429838396818e-02,1.7730921381161461e-03,3.0457209431786031e-01,1.5613845819538845e+01,7.2000000000000000e+01,6.1589157410583772e-01,4.3593542920330625e-01,5.6405805233924794e-04,8.4131197051169420e-08,3.0460323973859660e-01
local_abs_K,7.4531250000000071e-01,9.3749999999999997e-03,1.0027622973232446e-01,6.8221239729381919e-02,2.1749639792953943e-02,2.3542142743363977e-03,2.9713340695335827e-01,1.1134606917002294e+01,7.6000000000000000e+01,6.1589187718948257e-01,4.5903136877368389e-01,5.6397519403501698e-04,1.5372999401982234e-07,2.9716498839124217e-01
local_abs_K,7.8281250000000080e-01,9.3749999999999997e-03,1.5873801206507068e-01,1.2610507585652453e-01,1.9761366653269170e-02,2.9940483638448705e-03,2.8712915310377718e-01,1.1394589472014330e+01,8.0000000000000000e+01,6.1589223186456510e-01,4.8212732065740671e-01,5.6388674907610040e-04,7.2166523393946266e-09,2.8716026345897561e-01
local_abs_K,8.0156250000000062e-01,4.6874999999999998e-03,1.6152666559236706e-01,1.2856543367252313e-01,1.8940406826377838e-02,3.2752639587773419e-03,2.8117926603673910e-01,1.2021568136172695e+01,8.4000000000000000e+01,6.1589243068733690e-01,4.9367530184677494e-01,5.6384009568988497e-04,4.0470913103169163e-08,2.8118689411602227e-01
local_abs_K,8.2031250000000044e-01,4.6874999999999998e-03,1.6229034252362706e-01,1.2847597684161047e-01,1.8696137775622554e-02,3.5402281951112222e-03,2.7461676980923183e-01,1.2757271309294758e+01,8.8000000000000000e+01,6.1589264501525620e-01,5.0522328690811424e-01,5.6379163298354829e-04,1.3293456784661849e-07,2.7462413297236543e-01
local_abs_K,8.3906250000000027e-01,4.6874999999999998e-03,1.6159338452307948e-01,1.2640455662741693e-01,1.9054293831045184e-02,3.7817874631701858e-03,2.6746430112420200e-01,1.3401682942468174e+01,9.2000000000000000e+01,6.1589287575371021e-01,5.1677127614061580e-01,5.6374120095143494e-04,2.3505670789206149e-07,2.6747131211310576e-01
local_abs_K,8.5781250000000009e-01,4.6874999999999998e-03,1.6006737630619119e-01,1.2308730771175674e-01,1.9946665252014221e-02,3.9909531755101136e-03,2.5975151502906185e-01,1.3963616393768046e+01,9.6000000000000000e+01,6.1589312381868699e-01,5.2831926986055178e-01,5.6368861301692641e-04,2.6061795837327537e-07,2.5975808942392620e-01
local_abs_K,8.7656249999999991e-01,4.6874999999999998e-03,1.5834393186223369e-01,1.1922472566700373e-01,2.1295450597691397e-02,4.1699631706527901e-03,2.5412381145885726e-01,1.4450972537227711e+01,1.0000000000000000e+02,6.1589339013283806e-01,5.3986726840143751e-01,5.6363364797482670e-04,1.0595345942339299e-08,2.5412906994335160e-01
local_abs_K,8.9531249999999973e-01,4.6874999999999998e-03,1.5661028660402287e-01,1.1506717882152248e-01,2.3014859027187973e-02,4.3243501824318893e-03,2.4829993206296788e-01,1.4870820241100111e+01,1.0400000000000000e+02,6.1589367562163888e-01,5.5141527211411989e-01,5.6357604660928337e-04,7.6081720857027694e-08,2.4830482133590867e-01
local_abs_K,9.1406249999999956e-01,4.6874999999999998e-03,1.5440149338029083e-01,1.1021264124098643e-01,2.5015557508519075e-02,4.4603045128110176e-03,2.4208858354666113e-01,1.5229575786691381e+01,1.0800000000000000e+02,6.1589398120975503e-01,5.6296328136679608e-01,5.6351551588290237e-04,5.4289201240032784e-08,2.4209303712493502e-01
local_abs_K,9.3281249999999938e-01,4.6874999999999998e-03,1.5142331385055025e-01,1.0426877016508594e-01,2.7368984592043573e-02,4.5837102635190898e-03,2.3552594297144105e-01,1.5585586507218579e+01,1.1200000000000000e+02,6.1589430781769772e-01,5.7451129654496624e-01,5.6345174093821733e-04,1.1108312345214488e-08,2.3552990595490608e-01
local_abs_K,9.5156249999999920e-01,4.6874999999999998e-03,1.4827963212496004e-01,9.7955131085439420e-02,2.9981769266988437e-02,4.6883302327422787e-03,2.2865235293952002e-01,1.5852824341683585e+01,1.1600000000000000e+02,6.1589465635886420e-01,5.8605931805132783e-01,5.6338440365270403e-04,5.4646751911530426e-08,2.2865578211650575e-01
local_abs_K,9.7031249999999902e-01,4.6874999999999998e-03,1.4519103558028273e-01,9.1818877485824957e-02,3.2542623057547300e-02,4.7705894850267935e-03,2.2151132458743764e-01,1.6038472932228863e+01,1.2000000000000000e+02,6.1589502773703975e-01,5.9760734630561740e-01,5.6331320525810800e-04,6.9738619008692207e-08,2.2151418985873420e-01
local_abs_K,9.8906249999999885e-01,4.6874999999999998e-03,1.4230458439102178e-01,8.5908025177355601e-02,3.5097150370454411e-02,4.8450439807098261e-03,2.1539900969011841e-01,1.6151384161309238e+01,1.2400000000000000e+02,6.1589542284443199e-01,6.0915538174441142e-01,5.6323788922746387e-04,6.3164493046734551e-07,2.1540050568682756e-01
local_abs_K,1.0078124999999987e+00,4.6874999999999998e-03,1.4035455046113521e-01,8.0772924075992986e-02,3.7783453043129515e-02,4.9248358933431770e-03,2.0989495526852034e-01,1.6374886207538211e+01,1.2800000000000000e+02,6.1589584256029684e-01,6.2070342482089536e-01,5.6315825997540635e-04,4.0127900791102253e-07,2.0989630319241212e-01
local_abs_K,1.0406249999999984e+00,9.3749999999999997e-03,1.4299149706233019e-01,8.7354529020641739e-02,3.4456195845149196e-02,4.7917656652815936e-03,2.0210592237458408e-01,1.6705658877249082e+01,1.3200000000000000e+02,6.1589663887285173e-01,6.4091252001588928e-01,5.6300820448511725e-04,2.9495198389328743e-07,2.0211622255301276e-01
local_abs_K,1.0781249999999980e+00,9.3749999999999997e-03,1.3786405164105059e-01,8.1132726216552029e-02,3.5615714268841983e-02,4.7440633529042733e-03,1.9421618422785203e-01,1.6866694243893239e+01,1.3600000000000000e+02,6.1589765028027044e-01,6.6400866261190228e-01,5.6282000721570135e-04,2.5233302744469543e-07,1.9422768405027424e-01
local_abs_K,1.1156249999999976e+00,9.3749999999999997e-03,1.7497890322102749e-01,1.1377966594549846e-01,3.7925037297598455e-02,5.2823753624172114e-03,1.8538571570405657e-01,1.6812083344715546e+01,1.4000000000000000e+02,6.1589034103832230e-01,6.8710484526175186e-01,5.6277963572283376e-04,5.5152535266306522e-08,1.8539799463788603e-01
local_abs_K,1.1531249999999973e+00,9.3749999999999997e-03,1.8080747587681983e-01,1.1871926826498741e-01,3.8523676724581860e-02,5.3574663601879437e-03,1.7555979260105231e-01,1.6567229715905832e+01,1.4400000000000000e+02,6.1589158474110284e-01,7.1020075601747612e-01,5.6254091629241330e-04,6.0042818759609189e-07,1.7557228462500499e-01
local_abs_K,1.1906249999999969e+00,9.3749999999999997e-03,1.8535736875858855e-01,1.2001992706190712e-01,4.0561427300030234e-02,5.6585390004344240e-03,1.6510377721999414e-01,1.6162109489379290e+01,1.4800000000000000e+02,6.1589294819597562e-01,7.3329671565955235e-01,5.6224246375557009e-04,9.1732251347025059e-08,1.6511224833561547e-01
local_abs_K,1.2281249999999966e+00,9.3749999999999997e-03,1.8542520202921287e-01,1.1507995585811502e-01,4.4356309158659235e-02,5.9462879455769984e-03,1.5611191318862774e-01,1.5650387065131454e+01,1.5200000000000000e+02,6.1589443294894575e-01,7.5639272869366292e-01,5.6217563542175508e-04,4.2180767004072620e-07,1.5611983943272706e-01
local_abs_K,1.2656249999999962e+00,9.3749999999999997e-03,1.7960730698996646e-01,1.0459446458854685e-01,4.8508193108573766e-02,6.0480670073070793e-03,1.4650279679544809e-01,1.5052772470645682e+01,1.5600000000000000e+02,6.1589604581286461e-01,7.7948879978014662e-01,5.6223588844713695e-04,1.1070423946578541e-07,1.4650960370644184e-01
local_abs_K,1.3031249999999959e+00,9.3749999999999997e-03,1.6981421729201318e-01,9.2645842494471525e-02,5.0470912709469941e-02,6.0685582100740232e-03,1.3859952305750980e-01,1.4338302664353037e+01,1.6000000000000000e+02,6.1589779861576321e-01,8.0258493393227437e-01,5.6199258472257123e-04,4.3855591728762273e-07,1.3860538232020081e-01
local_abs_K,1.3406249999999955e+00,9.3749999999999997e-03,1.5842830073750724e-01,8.1478348154092717e-02,5.0538173377022669e-02,5.9803719783310602e-03,1.3093837815164694e-01,1.3545013935191566e+01,1.6400000000000000e+02,6.1589970634457858e-01,8.2568113667324117e-01,5.6148753262750054e-04,2.3108454345549847e-07,1.3094134047602884e-01
local_abs_K,1.3781249999999952e+00,9.3749999999999997e-03,1.5155014638438363e-01,7.5327981993521337e-02,5.0170423574296290e-02,5.8896662950182286e-03,1.2385470085784756e-01,1.2731450166369152e+01,1.6800000000000000e+02,6.1590178447156085e-01,8.4877741410549146e-01,5.6089590938222800e-04,1.5772120957942173e-08,1.2385889021214766e-01
local_abs_K,1.4156249999999948e+00,9.3749999999999997e-03,1.5656259728911059e-01,8.2199669735060127e-02,4.8252703112140999e-02,5.9164102035742083e-03,1.1641303316417460e-01,1.2212177453164124e+01,1.7200000000000000e+02,6.1590404641780416e-01,8.7187377287962053e-01,5.6021182232825206e-04,4.3122210018300858e-07,1.1641852577493095e-01
local_abs_K,1.4531249999999944e+00,9.3749999999999997e-03,1.6485589138127199e-01,9.4290405876693129e-02,4.4299450266357301e-02,5.9710299318831818e-03,1.0983367157512260e-01,1.1672264881654833e+01,1.7600000000000000e+02,6.1590650196437746e-01,8.9497022008399696e-01,5.5974920422797525e-04,6.2774953741803231e-08,1.0983877618041010e-01
local_abs_K,1.4906249999999941e+00,9.3749999999999997e-03,1.6764075008831741e-01,9.9267172951151131e-02,4.1719272980522817e-02,6.0782041499265046e-03,1.0285179079443602e-01,1.1086233084753353e+01,1.8000000000000000e+02,6.1590915705811256e-01,9.1806676310029967e-01,5.5973603835653358e-04,1.0586007670698424e-07,1.0285671856092779e-01
local_abs_K,1.5281249999999937e+00,9.3749999999999997e-03,1.6667255646138551e-01,9.6637899254759019e-02,4.2685721324826148e-02,6.2532945521184980e-03,1.1774546281916970e-01,1.0543404881880820e+01,1.8400000000000000e+02,6.1591201499780346e-01,9.4116340947837807e-01,5.5972415337930551e-04,1.7315299745211014e-07,1.1775019011843925e-01
local_abs_K,1.5656249999999934e+00,9.3749999999999997e-03,1.6531082139462755e-01,9.3021855649012219e-02,4.4307406017494555e-02,6.4066994835466455e-03,1.4097685375417179e-01,1.1060655564362330e+01,1.8800000000000000e+02,6.1591507856179595e-01,9.6426016687502336e-01,5.5939787508469416e-04,2.2618420253517715e-08,1.4098814581922350e-01
local_abs_K,1.6031249999999930e+00,9.3749999999999997e-03,1.5854347264431917e-01,8.5496619781962602e-02,4.4298036410176392e-02,6.5912138195496350e-03,1.6321453877773071e-01,1.1458848455883391e+01,1.9200000000000000e+02,6.1591835238581916e-01,9.8735704307939609e-01,5.5899746768242544e-04,8.1428910610187441e-07,1.6323159940265275e-01
local_abs_K,1.6406249999999927e+00,9.3749999999999997e-03,1.4847338368906327e-01,7.4944123929928247e-02,4.3936299180498878e-02,6.7943994878949168e-03,1.8402049813423982e-01,1.1655826866345533e+01,1.9600000000000000e+02,6.1592184487825397e-01,1.0104540461208706e+00,5.5864711870743928e-04,4.2177356879982502e-07,1.8404141342159494e-01
local_abs_K,1.6781249999999923e+00,9.3749999999999997e-03,1.4486074877085686e-01,7.0954496778578222e-02,4.3856078759576485e-02,6.9001201836898594e-03,2.0312407958192347e-01,1.1672720275890741e+01,2.0000000000000000e+02,6.1592556912858876e-01,1.0335511844310499e+00,5.5846906491471685e-04,2.1521792908018797e-07,2.0314620319757359e-01
local_abs_K,1.7156249999999920e+00,9.3749999999999997e-03,1.5046167338505095e-01,7.7450507183943862e-02,4.2851089228746468e-02,6.9163384548473553e-03,2.2047304697561865e-01,1.1543562387319616e+01,2.0400000000000000e+02,6.1592954254334265e-01,1.0566484670163079e+00,5.5874107621877074e-04,3.9960731400819633e-07,2.2049357429633254e-01
local_abs_K,1.7531249999999916e+00,9.3749999999999997e-03,1.5768305225219553e-01,8.6435094002873331e-02,4.1241591943780104e-02,6.8617411805712908e-03,2.3623564181209356e-01,1.1308917574624395e+01,2.0800000000000000e+02,6.1593378525403741e-01,1.0797459035930870e+00,5.5902485537076595e-04,2.4728782584341308e-07,2.3625224738016762e-01
local_abs_K,1.7906249999999913e+00,9.3749999999999997e-03,1.6386254799392549e-01,9.3588910770043304e-02,4.0554948554762674e-02,6.7682999186224812e-03,2.5075083691162525e-01,1.1009713048097595e+01,2.1200000000000000e+02,6.1593831762538898e-01,1.1028435046452782e+00,5.5847370089495067e-04,8.1933273093783390e-08,2.5076222398395542e-01
local_abs_K,1.8281249999999909e+00,9.3749999999999997e-03,1.7179122160105187e-01,1.0114701568418656e-01,4.0977960689513399e-02,6.7301795692005766e-03,2.6443934469217106e-01,1.0683119855484973e+01,2.1600000000000000e+02,6.1594315744899064e-01,1.1259412813801897e+00,5.5731718624868465e-04,3.9096875591209312e-07,2.6444552128951843e-01
local_abs_K,1.8656249999999905e+00,9.3749999999999997e-03,1.7859896439700446e-01,1.0662921979846793e-01,4.2104346119319083e-02,6.7539134194571932e-03,2.7770023240985153e-01,1.0438101825807395e+01,2.2000000000000000e+02,6.1594831761091151e-01,1.1490392455856948e+00,5.5655117728104766e-04,5.3652743661950874e-07,2.7770517322576593e-01
local_abs_K,1.9031249999999902e+00,9.3749999999999997e-03,1.7999100411721958e-01,1.0534566146902813e-01,4.4389523893772924e-02,6.8254316123240507e-03,2.9150486098657519e-01,1.0303672668375977e+01,2.2400000000000000e+02,6.1595380502265296e-01,1.1721374094215860e+00,5.5655954006650354e-04,2.8846091260785578e-07,2.9151317450539482e-01
local_abs_K,1.9406249999999898e+00,9.3749999999999997e-03,1.8145180610962541e-01,1.0305631231000575e-01,4.7525910051563938e-02,6.9512610955690529e-03,3.0468515663862683e-01,1.0218866601292556e+01,2.2800000000000000e+02,6.1595962128019299e-01,1.1952357852026323e+00,5.5697875471956578e-04,1.6296545268854843e-07,3.0469117978469273e-01
local_abs_K,1.9781249999999895e+00,9.3749999999999997e-03,1.8899514986990712e-01,1.0796347954143334e-01,4.9468176197277558e-02,7.0916742168940844e-03,3.1740945671004001e-01,1.0020272955111654e+01,2.3200000000000000e+02,6.1596576495583644e-01,1.2183343852381248e+00,5.5700035991922722e-04,2.1916616446435535e-07,3.1741385245435555e-01
local_abs_K,2.0156249999999893e+00,9.3749999999999997e-03,1.9975542842142041e-01,1.1768748548435098e-01,4.9752499482043050e-02,7.2370764947383166e-03,3.2990403493762233e-01,9.7271067813176018e+00,2.3600000000000000e+02,6.1597223488773567e-01,1.2414332217785311e+00,5.5586591047083491e-04,3.0307131868607513e-07,3.2990812166837352e-01
local_abs_K,2.0531249999999890e+00,9.3749999999999997e-03,2.1061988184597880e-01,1.2664393418018993e-01,5.0687362794329491e-02,7.4273147069630219e-03,3.4243132264231380e-01,9.5248734211867383e+00,2.4000000000000000e+02,6.1597903354415173e-01,1.2645323070897252e+00,5.5418528057630352e-04,2.6942583833243061e-07,3.4243766189607533e-01
local_abs_K,2.0906249999999886e+00,9.3749999999999997e-03,2.2578762597349894e-01,1.3864244930915359e-01,5.2673077426212883e-02,7.6611449264647382e-03,3.5442336086937298e-01,9.3104039048154767e+00,2.4400000000000000e+02,6.1598616955768926e-01,1.2876316536402441e+00,5.5377789930745281e-04,1.1459235236154491e-06,3.5443118928761524e-01
local_abs_K,2.1281249999999883e+00,9.3749999999999997e-03,2.4593316861150183e-01,1.5660791769856386e-01,5.3478842063837476e-02,7.9314178639289766e-03,3.6577919634572598e-01,9.1622332801406454e+00,2.4800000000000000e+02,6.1599365868939371e-01,1.3107312743560622e+00,5.5519733150349989e-04,5.6773333034939016e-07,3.6578745454661393e-01
local_abs_K,2.1656249999999879e+00,9.3749999999999997e-03,2.6364160527318131e-01,1.7192539993622596e-01,5.4200849284129479e-02,8.2552191065210414e-03,3.7648076924552154e-01,9.0467701785098598e+00,2.5200000000000000e+02,6.1600152264498798e-01,1.3338311828726639e+00,5.5661486672859382e-04,2.0230381774644560e-07,3.7648849606039519e-01
local_abs_K,2.2031249999999876e+00,9.3749999999999997e-03,2.8067319387628331e-01,1.8285596589349837e-01,5.8664446568663979e-02,8.5577041878181943e-03,3.8661282351565102e-01,8.8893051771326164e+00,2.5600000000000000e+02,6.1600978546334639e-01,1.3569313936972573e+00,5.5589627494692239e-04,2.1300128714253153e-07,3.8661884969113902e-01
local_abs_K,2.2406249999999872e+00,9.3749999999999997e-03,2.9522817970200727e-01,1.9213312445023839e-01,6.4545310712342194e-02,8.3426935645467219e-03,3.9666187054490726e-01,8.6795287350095034e+00,2.6000000000000000e+02,6.1601846789207082e-01,1.3800319221951882e+00,5.5312862470187297e-04,2.6941358938387149e-08,3.9666802590161010e-01
local_abs_K,2.2781249999999869e+00,9.3749999999999997e-03,3.1610775585443801e-01,2.1060653765613749e-01,6.7192695607269842e-02,8.2758842449395416e-03,4.0621281861807790e-01,8.4168265010543930e+00,2.6400000000000000e+02,6.1602758114693268e-01,1.4031327843484507e+00,5.5075640312282192e-04,8.8332513916198436e-08,4.0621905986156326e-01
local_abs_K,2.3156249999999865e+00,9.3749999999999997e-03,3.3838492646824475e-01,2.3196287985666364e-01,6.7845797654936382e-02,8.3480348515380092e-03,4.1525561776131303e-01,8.1084610867050078e+00,2.6800000000000000e+02,6.1603712210916473e-01,1.4262339963009332e+00,5.5129247686290560e-04,2.6978615457686237e-07,4.1526203009394147e-01
local_abs_K,2.3531249999999861e+00,9.3749999999999997e-03,3.6405281715441540e-01,2.5468583618283946e-01,6.9714118208043699e-02,8.6076222064442650e-03,4.2377422197608011e-01,7.7666990184591675e+00,2.7200000000000000e+02,6.1604707173057327e-01,1.4493355737799456e+00,5.5433945654805852e-04,6.7504961459493315e-07,4.2378090217546804e-01
local_abs_K,2.3906249999999858e+00,9.3749999999999997e-03,3.9977437796484944e-01,2.8811001029779426e-01,7.1232534509326886e-02,8.7806891127380458e-03,4.3174712701098611e-01,7.4057776771853607e+00,2.7600000000000000e+02,6.1605739718305474e-01,1.4724375315288574e+00,5.5603109453573408e-04,5.9068302463311346e-08,4.3175407559465007e-01
local_abs_K,2.4281249999999854e+00,9.3749999999999997e-03,4.4080875494586580e-01,3.2747859801326984e-01,7.1833791953448509e-02,9.0064072090804536e-03,4.3915487534154668e-01,7.0387979298720236e+00,2.8000000000000000e+02,6.1606805684074584e-01,1.4955398828777937e+00,5.5325709919223671e-04,3.2660296496979315e-07,4.3916195051655915e-01
local_abs_K,2.4656249999999851e+00,9.3749999999999997e-03,4.7432602727618189e-01,3.5633561175391437e-01,7.5985535941733018e-02,9.0721686662183030e-03,4.4599069087792398e-01,6.6755786860379214e+00,2.8400000000000000e+02,6.1607900639199387e-01,1.5186426395276229e+00,5.4814886689610366e-04,4.1633680550014007e-07,4.4599763704744266e-01
local_abs_K,2.5031249999999847e+00,9.3749999999999997e-03,5.0664085330126030e-01,3.7955985071896703e-01,8.4703815236338909e-02,9.1083758481631510e-03,4.5226894543186441e-01,6.3810362297744980e+00,2.8800000000000000e+02,6.1609020441110274e-01,1.5417458115574405e+00,5.4595330594756249e-04,4.4308997976279913e-07,4.5227547621222641e-01
local_abs_K,2.5406249999999844e+00,9.3749999999999997e-03,5.5383935791899419e-01,4.1948842405561504e-01,9.1608574938522078e-02,9.1657359664481606e-03,4.5802690340427837e-01,6.1301880283380799e+00,2.9200000000000000e+02,6.1610161598967261e-01,1.5648494076085189e+00,5.4919431714423169e-04,4.0967969527067722e-07,4.5803279339016872e-01
local_abs_K,2.5781249999999840e+00,9.3749999999999997e-03,6.1443468890445363e-01,4.7761383033161797e-01,9.3588833283262729e-02,9.2600142324816316e-03,4.6331868254683661e-01,5.8858119659672763e+00,2.9600000000000000e+02,6.1611321308090239e-01,1.5879534351467479e+00,5.5463725454711990e-04,2.2541201424806223e-07,4.6332383061958660e-01
local_abs_K,2.6156249999999837e+00,9.3749999999999997e-03,6.7275518985858185e-01,5.3232996829700041e-01,9.6501925412594280e-02,9.3890404183666499e-03,4.6820418648928047e-01,5.6457151898580635e+00,3.0000000000000000e+02,6.1612497041752579e-01,1.6110579006573376e+00,5.5577816705474985e-04,1.4174370935425703e-08,4.6820863150690589e-01
local_abs_K,2.6531249999999833e+00,9.3749999999999997e-03,7.2823542641211403e-01,5.7880450496495339e-01,1.0481069684642227e-01,9.5055309767458178e-03,4.7273799415689510e-01,5.4071633189116390e+00,3.0400000000000000e+02,6.1613685695890363e-01,1.6341628096001295e+00,5.5035977105762101e-04,1.2600258966123808e-06,4.7274187591354344e-01
local_abs_K,2.6906249999999829e+00,9.3749999999999997e-03,8.0178524872710510e-01,6.4195290874449473e-01,1.1411100807516021e-01,9.7196069980423714e-03,4.7696280505358585e-01,5.1680824510322871e+00,3.0800000000000000e+02,6.1614882478625010e-01,1.6572681659876745e+00,5.4381807763612881e-04,5.2800374496170331e-09,4.7696629226937592e-01
local_abs_K,2.7281249999999826e+00,9.3749999999999997e-03,8.9783062683223280e-01,7.3095319569426975e-01,1.1979966693876612e-01,9.9999601165175304e-03,4.8090869222969707e-01,4.9677889975371885e+00,3.1200000000000000e+02,6.1616079902929588e-01,1.6803739715545716e+00,5.4285634829401611e-04,3.0947900550321733e-07,4.8091191915878284e-01
local_abs_K,2.7656249999999822e+00,9.3749999999999997e-03,9.9235103991185258e-01,8.1796025667315275e-01,1.2555599504952780e-01,1.0385699870820751e-02,4.8459639554694223e-01,4.7635630327096061e+00,3.1600000000000000e+02,6.1617267243593288e-01,1.7034802246273568e+00,5.4825325722837235e-04,5.0934804337542897e-08,4.8459943108398273e-01
local_abs_K,2.8031249999999819e+00,9.3749999999999997e-03,1.0737389571682496e+00,8.8678080445486951e-01,1.3642828292830694e-01,1.0754095112729059e-02,4.8804110519298588e-01,4.5587793809702077e+00,3.2000000000000000e+02,6.1618430644690902e-01,1.7265869189107987e+00,5.5406726066610230e-04,7.3794501464520128e-07,4.8804395997909222e-01
local_abs_K,2.8406249999999815e+00,9.3749999999999997e-03,1.1716885795891963e+00,9.7009820938915503e-01,1.4962086177880216e-01,1.1035724527518859e-02,4.9125935877828192e-01,4.3389813341164727e+00,3.2400000000000000e+02,6.1619553829402207e-01,1.7496940424318737e+00,5.5350260416469808e-04,4.8812219831286251e-07,4.9126195730055244e-01
local_abs_K,2.8781249999999812e+00,9.3749999999999997e-03,1.3083717559527512e+00,1.0943148455812508e+00,1.6094500368608231e-01,1.1202820762614843e-02,4.9427170897033768e-01,4.1257721652410826e+00,3.2800000000000000e+02,6.1620619194462067e-01,1.7728015768299847e+00,5.4686628911654182e-04,1.1975903768542514e-06,4.9427405538636354e-01
local_abs_K,2.9156249999999808e+00,9.3749999999999997e-03,1.4853992039797717e+00,1.2546268016971505e+00,1.7762689730845571e-01,1.1092393522730424e-02,4.9863767221177835e-01,3.9168399310065642e+00,3.3200000000000000e+02,6.1622880246903455e-01,1.7959098544024790e+00,5.4087348487302897e-04,1.1608052977234932e-06,4.9864483989497199e-01
local_abs_K,2.9531249999999805e+00,9.3749999999999997e-03,1.6075167917256814e+00,1.3498936349977761e+00,2.0298422378995318e-01,1.1302750052045367e-02,5.0302840894548251e-01,3.7206500322684462e+00,3.3600000000000000e+02,6.1623784120907887e-01,1.8190186067604717e+00,5.3961502160208461e-04,7.1519842237920388e-09,5.0303893189967908e-01
local_abs_K,2.9906249999999801e+00,9.3749999999999997e-03,1.7566534842395132e+00,1.4730247495447759e+00,2.2714749945350221e-01,1.1611146749401557e-02,5.0654224479529031e-01,3.5947854353634838e+00,3.4000000000000000e+02,6.1624583717722525e-01,1.8421276790558037e+00,6.0508655300091374e-04,4.7942815227367853e-07,5.0655441247273247e-01
local_abs_K,3.0281249999999797e+00,9.3749999999999997e-03,1.9803190990644290e+00,1.6812895118426823e+00,2.4024020120077605e-01,1.2046442008710433e-02,5.0908090902171665e-01,3.4612925700431774e+00,3.4400000000000000e+02,6.1625260120529723e-01,1.8652370286729221e+00,7.7099737481403120e-04,6.3262224352225510e-07,5.0909272896580715e-01
local_abs_K,3.0656249999999794e+00,9.3749999999999997e-03,2.2240657020336529e+00,1.9039172559830220e+00,2.5870662032357983e-01,1.2547339073527005e-02,5.1070310961119980e-01,3.3156792537198845e+00,3.4800000000000000e+02,6.1625793207937907e-01,1.8883466056765601e+00,9.7984107807077311e-04,6.5716740078372967e-07,5.1071280492356885e-01
local_abs_K,3.1031249999999790e+00,9.3749999999999997e-03,2.4275217875169868e+00,2.0615184313496782e+00,3.0157601051483507e-01,1.3085334788897890e-02,5.1159993609002796e-01,3.1553516924141696e+00,3.5200000000000000e+02,6.1626161660758472e-01,1.9114563523609944e+00,1.1027412215321537e-03,7.1798954430751100e-08,5.1160634635729707e-01
local_abs_K,3.1406249999999787e+00,9.3749999999999997e-03,2.6526355019451016e+00,2.2313120208254107e+00,3.5356650954436619e-01,1.3675844424826656e-02,5.1204181028207318e-01,3.0141207605254894e+00,3.5600000000000000e+02,6.1626342977856274e-01,1.9345662028036306e+00,1.0340802062012125e-03,9.9716342754268888e-07,5.1204458051364332e-01
local_abs_K,3.1781249999999783e+00,9.3749999999999997e-03,2.9651484139851743e+00,2.5031951418046354e+00,3.9039471002690196e-01,1.4375557265345024e-02,5.1350701017795053e-01,2.8512462345976495e+00,3.6000000000000000e+02,6.1626313496599738e-01,1.9576760824255386e+00,7.8608847127018303e-04,1.4282708411300430e-06,5.1350569578421945e-01
local_abs_K,3.2156249999999780e+00,9.3749999999999997e-03,2.0268832447589480e+00,1.8575275975152463e+00,1.1119394426130651e-01,1.1450578196129220e-02,5.0037838724137784e-01,2.5475329477045348e+00,3.6400000000000000e+02,6.1626048421461199e-01,1.9807859075607372e+00,4.9539552160343669e-04,4.0096359182685219e-07,5.0037963383665063e-01
local_abs_K,3.2531249999999776e+00,9.3749999999999997e-03,2.2473666308758848e+00,2.0846641616219097e+00,9.9863750383663491e-02,1.2411471592602863e-02,5.0287692294422093e-01,2.4313722275473220e+00,3.6800000000000000e+02,6.1625521792314886e-01,2.0038955850308220e+00,3.1915523547449353e-04,3.7598288608910982e-07,5.0287868688949722e-01
