resolution,time,axisTau,cycle,field,norm2,Linf,rho,z,classification,local_h,owner_levels,distance_axis_over_h,distance_outer_over_h,distance_same_level_over_h,distance_coarse_fine_over_h
n512,28.33273505205617,10.911738970376627,10920,Z,0.0023819111662606446,0.01585733673162964,0.5,0.0,same_level_seam,0.03125,7,16.0,4080.0,0.0,112.0
n512,28.34293993325727,10.913926978563351,10924,C,0.18429229411368087,0.2771454541848275,0.46875,0.1875,clean_interior,0.03125,7,15.0,4081.0,6.0,113.0
n512,28.34293993325727,10.913926978563351,10924,H,0.1391757842738796,0.2494690623062672,0.46875,0.1875,clean_interior,0.03125,7,15.0,4081.0,6.0,113.0
n512,28.34293993325727,10.913926978563351,10924,M,0.03541943932086498,0.11879882525445974,0.46875,-0.21875,clean_interior,0.03125,7,15.0,4081.0,7.0,113.0
n512,28.34293993325727,10.913926978563351,10924,Z,0.0023836988854534407,0.01587234780366659,0.5,0.0,same_level_seam,0.03125,7,16.0,4080.0,0.0,112.0
n512,28.35314359534239,10.91611553354348,10928,C,0.18336704072668358,0.2781276663685047,0.46875,0.15625,clean_interior,0.03125,7,15.0,4081.0,5.0,113.0
n512,28.35314359534239,10.91611553354348,10928,H,0.1384147873375984,0.2503563188029121,0.46875,0.15625,clean_interior,0.03125,7,15.0,4081.0,5.0,113.0
n512,28.35314359534239,10.91611553354348,10928,M,0.03524771994866764,0.11920037613528903,0.46875,-0.1875,clean_interior,0.03125,7,15.0,4081.0,6.0,113.0
n512,28.35314359534239,10.91611553354348,10928,Z,0.0023854889771322673,0.015862869118594667,0.5,0.0,same_level_seam,0.03125,7,16.0,4080.0,0.0,112.0
n512,28.363346036413596,10.918304631670363,10932,C,0.18244918191269446,0.27910415343064465,0.46875,0.125,clean_interior,0.03125,7,15.0,4081.0,4.0,113.0
n512,28.363346036413596,10.918304631670363,10932,H,0.13765967673874763,0.2512342384776769,0.46875,0.125,clean_interior,0.03125,7,15.0,4081.0,4.0,113.0
n512,28.363346036413596,10.918304631670363,10932,M,0.035077499270550434,0.11960661898092305,0.46875,-0.15625,clean_interior,0.03125,7,15.0,4081.0,5.0,113.0
n512,28.363346036413596,10.918304631670363,10932,Z,0.0023872814057715125,0.015828896303539793,0.5,0.0,same_level_seam,0.03125,7,16.0,4080.0,0.0,112.0
n512,28.37354725456921,10.92049426948343,10936,C,0.1815386300758157,0.280084365302321,0.46875,0.0625,same_level_seam,0.03125,7,15.0,4081.0,2.0,113.0
n512,28.37354725456921,10.92049426948343,10936,H,0.13691037679474918,0.25212397615790794,0.46875,0.0625,same_level_seam,0.03125,7,15.0,4081.0,2.0,113.0
n512,28.37354725456921,10.92049426948343,10936,M,0.0349087654975605,0.12001923677287085,0.46875,-0.125,clean_interior,0.03125,7,15.0,4081.0,4.0,113.0
n512,28.37354725456921,10.92049426948343,10936,Z,0.002389076140505044,0.015770473555153423,0.5,0.0,same_level_seam,0.03125,7,16.0,4080.0,0.0,112.0
n512,28.383747247903614,10.922684443708869,10940,C,0.18063530092260055,0.28096508631520917,0.46875,0.0,same_level_seam,0.03125,7,15.0,4081.0,0.0,113.0
n512,28.383747247903614,10.922684443708869,10940,H,0.13616681521905552,0.2529042950355658,0.46875,0.0,same_level_seam,0.03125,7,15.0,4081.0,0.0,113.0
n512,28.383747247903614,10.922684443708869,10940,M,0.03474150673095374,0.12042031426373126,0.46875,-0.09375,same_level_seam,0.03125,7,15.0,4081.0,3.0,113.0
n512,28.383747247903614,10.922684443708869,10940,Z,0.0023908731549997647,0.015687693238929386,0.5,0.0,same_level_seam,0.03125,7,16.0,4080.0,0.0,112.0
n512,28.393946014507016,10.924875151260398,10944,C,0.1797391133447526,0.28141014355711647,0.46875,0.0,same_level_seam,0.03125,7,15.0,4081.0,0.0,113.0
n512,28.393946014507016,10.924875151260398,10944,H,0.13542892300136808,0.2532785185566251,0.46875,0.0,same_level_seam,0.03125,7,15.0,4081.0,0.0,113.0
n512,28.393946014507016,10.924875151260398,10944,M,0.03457571096515136,0.1208109764123346,0.46875,0.0,same_level_seam,0.03125,7,15.0,4081.0,0.0,113.0
n512,28.393946014507016,10.924875151260398,10944,Z,0.002392672427295634,0.015580695391710425,0.5,0.0,same_level_seam,0.03125,7,16.0,4080.0,0.0,112.0
n512,28.404143552465232,10.927066389240078,10948,C,0.17884998929322707,0.2813899984899428,0.46875,0.0,same_level_seam,0.03125,7,15.0,4081.0,0.0,113.0
n512,28.404143552465232,10.927066389240078,10948,H,0.1346966342791733,0.2532298632642016,0.46875,0.0,same_level_seam,0.03125,7,15.0,4081.0,0.0,113.0
n512,28.404143552465232,10.927066389240078,10948,M,0.034411366090903325,0.1210403489684499,0.46875,0.0,same_level_seam,0.03125,7,15.0,4081.0,0.0,113.0
n512,28.404143552465232,10.927066389240078,10948,Z,0.002394473939612126,0.015449667129721538,0.5,0.0,same_level_seam,0.03125,7,16.0,4080.0,0.0,112.0
n512,28.41433985985946,10.929258154939193,10952,C,0.1779678536471168,0.28090482990027277,0.46875,0.0,same_level_seam,0.03125,7,15.0,4081.0,0.0,113.0
n512,28.41433985985946,10.929258154939193,10952,H,0.1339698862039344,0.25275848384251853,0.46875,0.0,same_level_seam,0.03125,7,15.0,4081.0,0.0,113.0
n512,28.41433985985946,10.929258154939193,10952,M,0.03424845989867517,0.12106832978946212,0.46875,0.0,same_level_seam,0.03125,7,15.0,4081.0,0.0,113.0
n512,28.41433985985946,10.929258154939193,10952,Z,0.0023962776781284623,0.015294841964195168,0.5,0.0,same_level_seam,0.03125,7,16.0,4080.0,0.0,112.0
n512,28.424534934766065,10.931450445839184,10956,C,0.1770926340773455,0.2799558227754618,0.46875,0.0,same_level_seam,0.03125,7,15.0,4081.0,0.0,113.0
n512,28.424534934766065,10.931450445839184,10956,H,0.1332486188019332,0.25186543392492,0.46875,0.0,same_level_seam,0.03125,7,15.0,4081.0,0.0,113.0
n512,28.424534934766065,10.931450445839184,10956,M,0.03408698008229062,0.12089522055707869,0.46875,0.0,same_level_seam,0.03125,7,15.0,4081.0,0.0,113.0
n512,28.424534934766065,10.931450445839184,10956,Z,0.002398083632737555,0.015116499026937708,0.5,0.0,same_level_seam,0.03125,7,16.0,4080.0,0.0,112.0
n512,28.42708351069062,10.931998600349862,10957,C,0.17687490160031064,0.27964633051872634,0.46875,0.0,same_level_seam,0.03125,7,15.0,4081.0,0.0,113.0
n512,28.42708351069062,10.931998600349862,10957,H,0.13306915154065474,0.2515764941878349,0.46875,0.0,same_level_seam,0.03125,7,15.0,4081.0,0.0,113.0
n512,28.42708351069062,10.931998600349862,10957,M,0.03404683154840453,0.1208205985409191,0.46875,0.0,same_level_seam,0.03125,7,15.0,4081.0,0.0,113.0
n512,28.42708351069062,10.931998600349862,10957,Z,0.0023985354668021558,0.015068275626439264,0.5,0.0,same_level_seam,0.03125,7,16.0,4080.0,0.0,112.0
n512,28.43472877525634,10.93364325961266,10960,C,0.17622426090706597,0.2785451634140416,0.46875,0.0,same_level_seam,0.03125,7,15.0,4081.0,0.0,113.0
n512,28.43472877525634,10.93364325961266,10960,H,0.13253277483158069,0.25055266201628323,0.46875,0.0,same_level_seam,0.03125,7,15.0,4081.0,0.0,113.0
n512,28.43472877525634,10.93364325961266,10960,M,0.03392691424288673,0.12052174529878393,0.46875,0.0,same_level_seam,0.03125,7,15.0,4081.0,0.0,113.0
n512,28.43472877525634,10.93364325961266,10960,Z,0.002399891796780127,0.014914962208677116,0.5,0.0,same_level_seam,0.03125,7,16.0,4080.0,0.0,112.0
n512,28.44492137939629,10.935836594124465,10964,C,0.17536266697088246,0.2766760325615895,0.46875,0.0,same_level_seam,0.03125,7,15.0,4081.0,0.0,113.0
n512,28.44492137939629,10.935836594124465,10964,H,0.13182229963924938,0.24882300534152235,0.46875,0.0,same_level_seam,0.03125,7,15.0,4081.0,0.0,113.0
n512,28.44492137939629,10.935836594124465,10964,M,0.033768249893245304,0.11994904691156459,0.46875,0.0,same_level_seam,0.03125,7,15.0,4081.0,0.0,113.0
n512,28.44492137939629,10.935836594124465,10964,Z,0.0024017021667600783,0.014768988274889979,0.53125,0.21875,clean_interior,0.03125,7,17.0,4079.0,7.0,111.0
n512,28.455112745246407,10.938030447432798,10968,C,0.17450778747212362,0.27435259668870604,0.46875,0.0,same_level_seam,0.03125,7,15.0,4081.0,0.0,113.0
n512,28.455112745246407,10.938030447432798,10968,H,0.1311171410127633,0.24668018172787032,0.46875,0.0,same_level_seam,0.03125,7,15.0,4081.0,0.0,113.0
n512,28.455112745246407,10.938030447432798,10968,M,0.03361097446256864,0.11917868278047523,0.46875,0.0,same_level_seam,0.03125,7,15.0,4081.0,0.0,113.0
n512,28.455112745246407,10.938030447432798,10968,Z,0.0024035147420477386,0.014856137511225354,0.53125,0.1875,clean_interior,0.03125,7,17.0,4079.0,6.0,111.0
n512,28.465302870861404,10.940224817790405,10972,C,0.1736595598417275,0.2715799973836155,0.46875,0.0,same_level_seam,0.03125,7,15.0,4081.0,0.0,113.0
n512,28.465302870861404,10.940224817790405,10972,H,0.1304172490360258,0.24412877945530176,0.46875,0.0,same_level_seam,0.03125,7,15.0,4081.0,0.0,113.0
n512,28.465302870861404,10.940224817790405,10972,M,0.033455075301781566,0.11821261950640245,0.46875,0.0,same_level_seam,0.03125,7,15.0,4081.0,0.0,113.0
n512,28.465302870861404,10.940224817790405,10972,Z,0.002405329524571319,0.014942415031486626,0.53125,0.15625,clean_interior,0.03125,7,17.0,4079.0,5.0,111.0
n512,28.47549175429003,10.942419703645829,10976,C,0.17281792359695708,0.2683643389841179,0.46875,0.0,same_level_seam,0.03125,7,15.0,4081.0,0.0,113.0
n512,28.47549175429003,10.942419703645829,10976,H,0.1297225759428986,0.24117424516391228,0.46875,0.0,same_level_seam,0.03125,7,15.0,4081.0,0.0,113.0
n512,28.47549175429003,10.942419703645829,10976,M,0.03330053968943738,0.11705322675945451,0.46875,0.0,same_level_seam,0.03125,7,15.0,4081.0,0.0,113.0
n512,28.47549175429003,10.942419703645829,10976,Z,0.002407146518503933,0.015028157432488592,0.53125,-0.125,clean_interior,0.03125,7,17.0,4079.0,4.0,111.0
n512,28.485679393574813,10.944615103644724,10980,C,0.17198282020240585,0.2647126744893038,0.46875,0.0,same_level_seam,0.03125,7,15.0,4081.0,0.0,113.0
n512,28.485679393574813,10.944615103644724,10980,H,0.12903307597272493,0.23782286979623657,0.46875,0.0,same_level_seam,0.03125,7,15.0,4081.0,0.0,113.0
n512,28.485679393574813,10.944615103644724,10980,M,0.03314735483830355,0.1157032702759243,0.46875,0.0,same_level_seam,0.03125,7,15.0,4081.0,0.0,113.0
n512,28.485679393574813,10.944615103644724,10980,Z,0.002408965729944544,0.01511528970424851,0.53125,-0.0625,same_level_seam,0.03125,7,17.0,4079.0,2.0,111.0
n512,28.495865786751825,10.946811016631209,10984,C,0.17115419293322268,0.2606329898849847,0.46875,0.0,same_level_seam,0.03125,7,15.0,4081.0,0.0,113.0
n512,28.495865786751825,10.946811016631209,10984,H,0.12834870522735092,0.23408177263616103,0.46875,0.0,same_level_seam,0.03125,7,15.0,4081.0,0.0,113.0
n512,28.495865786751825,10.946811016631209,10984,M,0.032995507902675546,0.11416590401746367,0.46875,0.0,same_level_seam,0.03125,7,15.0,4081.0,0.0,113.0
n512,28.495865786751825,10.946811016631209,10984,Z,0.0024107871665999415,0.015195995240448922,0.53125,0.0,same_level_seam,0.03125,7,17.0,4079.0,0.0,111.0
n512,28.506050931850456,10.949007441649297,10988,C,0.17033198674157315,0.2561341869932903,0.46875,0.0,same_level_seam,0.03125,7,15.0,4081.0,0.0,113.0
n512,28.506050931850456,10.949007441649297,10988,H,0.12766942153057945,0.2299588834533679,0.46875,0.0,same_level_seam,0.03125,7,15.0,4081.0,0.0,113.0
n512,28.506050931850456,10.949007441649297,10988,M,0.03284498598649111,0.11244466151404499,0.46875,0.0,same_level_seam,0.03125,7,15.0,4081.0,0.0,113.0
n512,28.506050931850456,10.949007441649297,10988,Z,0.002412610837470556,0.015255117428866975,0.53125,0.0,same_level_seam,0.03125,7,17.0,4079.0,0.0,111.0
n512,28.516234826893164,10.95120437794436,10992,C,0.16951614812607796,0.25300007102589767,0.5,0.21875,clean_interior,0.03125,7,16.0,4080.0,7.0,112.0
n512,28.516234826893164,10.95120437794436,10992,H,0.12699518428978163,0.22762481487166708,0.5,0.21875,clean_interior,0.03125,7,16.0,4080.0,7.0,112.0
n512,28.516234826893164,10.95120437794436,10992,M,0.032695776152260436,0.11054344641274082,0.46875,0.0,same_level_seam,0.03125,7,15.0,4081.0,0.0,113.0
n512,28.516234826893164,10.95120437794436,10992,Z,0.0024144367525407717,0.015291981766996482,0.53125,0.0,same_level_seam,0.03125,7,17.0,4079.0,0.0,111.0
n512,28.52641746989525,10.953401824964669,10996,C,0.16870662500471012,0.2538258144147278,0.5,0.1875,clean_interior,0.03125,7,16.0,4080.0,6.0,112.0
n512,28.52641746989525,10.953401824964669,10996,H,0.1263259543601151,0.22837610171388212,0.5,0.1875,clean_interior,0.03125,7,16.0,4080.0,6.0,112.0
n512,28.52641746989525,10.953401824964669,10996,M,0.03254786543082704,0.10878412869864122,0.5,-0.21875,clean_interior,0.03125,7,16.0,4080.0,7.0,112.0
n512,28.52641746989525,10.953401824964669,10996,Z,0.0024162649224780553,0.01530649518512755,0.53125,0.0,same_level_seam,0.03125,7,17.0,4079.0,0.0,111.0
n512,28.53659885886461,10.955599782362938,11000,C,0.16790336659241623,0.25463536199655434,0.5,0.15625,clean_interior,0.03125,7,16.0,4080.0,5.0,112.0
n512,28.53659885886461,10.955599782362938,11000,H,0.1256616939126038,0.2291104428693611,0.5,0.15625,clean_interior,0.03125,7,16.0,4080.0,5.0,112.0
n512,28.53659885886461,10.955599782362938,11000,M,0.0324012408319573,0.10910698407228264,0.5,-0.1875,clean_interior,0.03125,7,16.0,4080.0,6.0,112.0
n512,28.53659885886461,10.955599782362938,11000,Z,0.0024180953583442205,0.01529860701633659,0.53125,0.0,same_level_seam,0.03125,7,17.0,4079.0,0.0,111.0
n512,28.54677899180151,10.957798249997964,11004,C,0.16710632328224062,0.2554485528817823,0.5,0.125,clean_interior,0.03125,7,16.0,4080.0,4.0,112.0
n512,28.54677899180151,10.957798249997964,11004,H,0.12500236630491093,0.22984610720205345,0.5,0.125,clean_interior,0.03125,7,16.0,4080.0,4.0,112.0
n512,28.54677899180151,10.957798249997964,11004,M,0.03225588935570881,0.10943061441413487,0.5,-0.15625,clean_interior,0.03125,7,16.0,4080.0,5.0,112.0
n512,28.54677899180151,10.957798249997964,11004,Z,0.0024199280713186125,0.015268308842723642,0.53125,0.0,same_level_seam,0.03125,7,17.0,4079.0,0.0,111.0
n512,28.556957866698326,10.959997227936254,11008,C,0.16631544653133323,0.2562444481932165,0.5,0.0625,same_level_seam,0.03125,7,16.0,4080.0,2.0,112.0
