resolution,time,axisTau,cycle,field,norm2,Linf,rho,z,classification,local_h,owner_levels,distance_axis_over_h,distance_outer_over_h,distance_same_level_over_h,distance_coarse_fine_over_h
n512,18.421904883213507,9.185054252618928,7172,M,5.7733351071225714e-06,0.00036887681796328486,1.34375,0.0,same_level_seam,0.03125,7,43.0,4053.0,0.0,85.0
n512,18.421904883213507,9.185054252618928,7172,Z,0.0004500430837010856,7.335175757368668e-05,1.40625,0.0,same_level_seam,0.03125,7,45.0,4051.0,0.0,83.0
n512,18.432848962943332,9.187551384464236,7176,C,0.0018272229044951774,0.0006168063155259402,1.46875,0.0,same_level_seam,0.03125,7,47.0,4049.0,0.0,81.0
n512,18.432848962943332,9.187551384464236,7176,H,1.7933583373915075e-05,0.0005307920064555206,1.46875,0.0,same_level_seam,0.03125,7,47.0,4049.0,0.0,81.0
n512,18.432848962943332,9.187551384464236,7176,M,5.793362342732974e-06,0.0003682430594341008,1.34375,0.0,same_level_seam,0.03125,7,43.0,4053.0,0.0,85.0
n512,18.432848962943332,9.187551384464236,7176,Z,0.00045083964440570146,7.356590731083331e-05,1.40625,0.0,same_level_seam,0.03125,7,45.0,4051.0,0.0,83.0
n512,18.443792126030186,9.190038321616287,7180,C,0.0018304808851663148,0.0006235255594667615,1.46875,0.0,same_level_seam,0.03125,7,47.0,4049.0,0.0,81.0
n512,18.443792126030186,9.190038321616287,7180,H,1.7981669931493113e-05,0.0005358897647393598,1.46875,0.0,same_level_seam,0.03125,7,47.0,4049.0,0.0,81.0
n512,18.443792126030186,9.190038321616287,7180,M,5.81366920806258e-06,0.0003667286828372269,1.34375,0.0,same_level_seam,0.03125,7,43.0,4053.0,0.0,85.0
n512,18.443792126030186,9.190038321616287,7180,Z,0.0004516370678563277,7.363008373099132e-05,1.40625,0.0,same_level_seam,0.03125,7,45.0,4051.0,0.0,83.0
n512,18.45473437209064,9.192515078732958,7184,C,0.001833743173930955,0.0006289068826856285,1.46875,0.0,same_level_seam,0.03125,7,47.0,4049.0,0.0,81.0
n512,18.45473437209064,9.192515078732958,7184,H,1.8030325366806626e-05,0.0005397970131237675,1.46875,0.0,same_level_seam,0.03125,7,47.0,4049.0,0.0,81.0
n512,18.45473437209064,9.192515078732958,7184,M,5.834261156879936e-06,0.00036431620221371105,1.34375,0.0,same_level_seam,0.03125,7,43.0,4053.0,0.0,85.0
n512,18.45473437209064,9.192515078732958,7184,Z,0.0004524353543267274,7.354267642585013e-05,1.40625,0.0,same_level_seam,0.03125,7,45.0,4051.0,0.0,83.0
n512,18.46567570074818,9.194981671412608,7188,C,0.0018370097870330144,0.0006329348698418337,1.46875,0.0,same_level_seam,0.03125,7,47.0,4049.0,0.0,81.0
n512,18.46567570074818,9.194981671412608,7188,H,1.807955917347394e-05,0.0005425040162189785,1.46875,0.0,same_level_seam,0.03125,7,47.0,4049.0,0.0,81.0
n512,18.46567570074818,9.194981671412608,7188,M,5.855143793996645e-06,0.0003699551709088912,1.3125,0.0,same_level_seam,0.03125,7,42.0,4054.0,0.0,86.0
n512,18.46567570074818,9.194981671412608,7188,Z,0.00045323450409109455,7.330249404929819e-05,1.40625,0.0,same_level_seam,0.03125,7,45.0,4051.0,0.0,83.0
n512,18.4766161116332,9.197438116194563,7192,C,0.0018402807409699299,0.0006401121933437632,1.3125,0.0,same_level_seam,0.03125,7,42.0,4054.0,0.0,86.0
n512,18.4766161116332,9.197438116194563,7192,H,1.812938094292325e-05,0.0005440050152385988,1.46875,0.0,same_level_seam,0.03125,7,47.0,4049.0,0.0,81.0
n512,18.4766161116332,9.197438116194563,7192,M,5.87632288088922e-06,0.00037740343923449313,1.3125,0.0,same_level_seam,0.03125,7,42.0,4054.0,0.0,86.0
n512,18.4766161116332,9.197438116194563,7192,Z,0.00045403451742351633,7.290877258444075e-05,1.40625,0.0,same_level_seam,0.03125,7,45.0,4051.0,0.0,83.0
n512,18.487555604383022,9.199884430559447,7196,C,0.0018435560524973941,0.0006483187791717853,1.3125,0.0,same_level_seam,0.03125,7,42.0,4054.0,0.0,86.0
n512,18.487555604383022,9.199884430559447,7196,H,1.8179800361372592e-05,0.0005442982341804913,1.46875,0.0,same_level_seam,0.03125,7,47.0,4049.0,0.0,81.0
n512,18.487555604383022,9.199884430559447,7196,M,5.897804341370358e-06,0.0003841771255229908,1.3125,0.0,same_level_seam,0.03125,7,42.0,4054.0,0.0,86.0
n512,18.487555604383022,9.199884430559447,7196,Z,0.0004548353945984937,7.236118199349351e-05,1.40625,0.0,same_level_seam,0.03125,7,45.0,4051.0,0.0,83.0
n512,18.498494178641852,9.202320632929334,7200,C,0.0018468357386236145,0.0006553138385369633,1.3125,0.0,same_level_seam,0.03125,7,42.0,4054.0,0.0,86.0
n512,18.498494178641852,9.202320632929334,7200,H,1.8230827200415963e-05,0.0005433858791042794,1.46875,0.0,same_level_seam,0.03125,7,47.0,4049.0,0.0,81.0
n512,18.498494178641852,9.202320632929334,7200,M,5.9195942672540875e-06,0.00039023714775461327,1.3125,0.0,same_level_seam,0.03125,7,42.0,4054.0,0.0,86.0
n512,18.498494178641852,9.202320632929334,7200,Z,0.000455637135890444,7.308462815189958e-05,1.375,0.0,same_level_seam,0.03125,7,44.0,4052.0,0.0,84.0
n512,18.509431834060802,9.204746742667789,7204,C,0.001850119816618046,0.0006610379131659152,1.3125,0.0,same_level_seam,0.03125,7,42.0,4054.0,0.0,86.0
n512,18.509431834060802,9.204746742667789,7204,H,1.828247131671181e-05,0.0005412741218448775,1.46875,0.0,same_level_seam,0.03125,7,47.0,4049.0,0.0,81.0
n512,18.509431834060802,9.204746742667789,7204,M,5.9416989238878115e-06,0.00039554561645789934,1.3125,0.0,same_level_seam,0.03125,7,42.0,4054.0,0.0,86.0
n512,18.509431834060802,9.204746742667789,7204,Z,0.00045643974157458125,7.428427930833175e-05,1.375,0.0,same_level_seam,0.03125,7,44.0,4052.0,0.0,84.0
n512,18.52036857029788,9.207162780079708,7208,C,0.0018534083040126666,0.0006654344624417288,1.3125,0.0,same_level_seam,0.03125,7,42.0,4054.0,0.0,86.0
n512,18.52036857029788,9.207162780079708,7208,H,1.833474264950408e-05,0.0005379730695553343,1.46875,0.0,same_level_seam,0.03125,7,47.0,4049.0,0.0,81.0
n512,18.52036857029788,9.207162780079708,7208,M,5.964124755577053e-06,0.00040006601567309816,1.3125,0.0,same_level_seam,0.03125,7,42.0,4054.0,0.0,86.0
n512,18.52036857029788,9.207162780079708,7208,Z,0.00045724321192650046,7.534374308522147e-05,1.375,0.0,same_level_seam,0.03125,7,44.0,4052.0,0.0,84.0
n512,18.53130438701797,9.209568766411012,7212,C,0.001856701218599874,0.0006684502128841596,1.3125,0.0,same_level_seam,0.03125,7,42.0,4054.0,0.0,86.0
n512,18.53130438701797,9.209568766411012,7212,H,1.8387651213456537e-05,0.0005446247500491674,1.4375,0.0,same_level_seam,0.03125,7,46.0,4050.0,0.0,82.0
n512,18.53130438701797,9.209568766411012,7212,M,5.986878390807494e-06,0.00040376338497374084,1.3125,0.0,same_level_seam,0.03125,7,42.0,4054.0,0.0,86.0
n512,18.53130438701797,9.209568766411012,7212,Z,0.000458047547222143,7.62586977626299e-05,1.375,0.0,same_level_seam,0.03125,7,44.0,4052.0,0.0,84.0
n512,18.54223928389283,9.21196472384818,7216,C,0.0018599985784363276,0.0006700355105740413,1.3125,0.0,same_level_seam,0.03125,7,42.0,4054.0,0.0,86.0
n512,18.54223928389283,9.21196472384818,7216,H,1.8441207097123964e-05,0.0005554718559305227,1.4375,0.0,same_level_seam,0.03125,7,46.0,4050.0,0.0,82.0
n512,18.54223928389283,9.21196472384818,7216,M,6.009966647174149e-06,0.00040660449998994926,1.3125,0.0,same_level_seam,0.03125,7,42.0,4054.0,0.0,86.0
n512,18.54223928389283,9.21196472384818,7216,Z,0.0004588527477379099,7.702518122127833e-05,1.375,0.0,same_level_seam,0.03125,7,44.0,4052.0,0.0,84.0
n512,18.553173260601103,9.214350675517613,7220,C,0.0018633004018569009,0.0006701446815088313,1.3125,0.0,same_level_seam,0.03125,7,42.0,4054.0,0.0,86.0
n512,18.553173260601103,9.214350675517613,7220,H,1.849542046852484e-05,0.0005650968121852524,1.4375,0.0,same_level_seam,0.03125,7,46.0,4050.0,0.0,82.0
n512,18.553173260601103,9.214350675517613,7220,M,6.033396535983576e-06,0.0004085580499999047,1.3125,0.0,same_level_seam,0.03125,7,42.0,4054.0,0.0,86.0
n512,18.553173260601103,9.214350675517613,7220,Z,0.00045965881375161275,7.763960904129746e-05,1.375,0.0,same_level_seam,0.03125,7,44.0,4052.0,0.0,84.0
n512,18.564106316828283,9.21672664548482,7224,C,0.0018666067074667794,0.0006687364208388137,1.3125,0.0,same_level_seam,0.03125,7,42.0,4054.0,0.0,86.0
n512,18.564106316828283,9.21672664548482,7224,H,1.855030156706366e-05,0.0005734711050134622,1.4375,0.0,same_level_seam,0.03125,7,46.0,4050.0,0.0,82.0
n512,18.564106316828283,9.21672664548482,7224,M,6.057175266411021e-06,0.0004095948136488786,1.3125,0.0,same_level_seam,0.03125,7,42.0,4054.0,0.0,86.0
n512,18.564106316828283,9.21672664548482,7224,Z,0.0004604657455414833,7.80987912988993e-05,1.375,0.0,same_level_seam,0.03125,7,44.0,4052.0,0.0,84.0
n512,18.575038452266725,9.219092658753445,7228,C,0.0018699175141549383,0.0006753948586119191,1.4375,0.0,same_level_seam,0.03125,7,46.0,4050.0,0.0,82.0
n512,18.575038452266725,9.219092658753445,7228,H,1.8605860710096127e-05,0.0005805703247438627,1.4375,0.0,same_level_seam,0.03125,7,46.0,4050.0,0.0,82.0
n512,18.575038452266725,9.219092658753445,7228,M,6.081310249193207e-06,0.0004096878298301043,1.3125,0.0,same_level_seam,0.03125,7,42.0,4054.0,0.0,86.0
n512,18.575038452266725,9.219092658753445,7228,Z,0.00046127354338698504,7.839994805692557e-05,1.375,0.0,same_level_seam,0.03125,7,44.0,4052.0,0.0,84.0
n512,18.58596966661564,9.221448741264114,7232,C,0.0018732328411049932,0.0006830527998240494,1.4375,0.0,same_level_seam,0.03125,7,46.0,4050.0,0.0,82.0
n512,18.58596966661564,9.221448741264114,7232,H,1.866210830077094e-05,0.0005863742695063155,1.4375,0.0,same_level_seam,0.03125,7,46.0,4050.0,0.0,82.0
n512,18.58596966661564,9.221448741264114,7232,M,6.105809099787112e-06,0.0004088125634240515,1.3125,0.0,same_level_seam,0.03125,7,42.0,4054.0,0.0,86.0
n512,18.58596966661564,9.221448741264114,7232,Z,0.0004620822075687817,7.854072348779055e-05,1.375,0.0,same_level_seam,0.03125,7,44.0,4052.0,0.0,84.0
n512,18.59689995958107,9.223794919893104,7236,C,0.0018765527077956798,0.0006892331104707242,1.4375,0.0,same_level_seam,0.03125,7,46.0,4050.0,0.0,82.0
n512,18.59689995958107,9.223794919893104,7236,H,1.8719054825207357e-05,0.0005908670325658338,1.4375,0.0,same_level_seam,0.03125,7,46.0,4050.0,0.0,82.0
n512,18.59689995958107,9.223794919893104,7236,M,6.130679640886989e-06,0.00040694706589714224,1.3125,0.0,same_level_seam,0.03125,7,42.0,4054.0,0.0,86.0
n512,18.59689995958107,9.223794919893104,7236,Z,0.00046289173836893955,7.851919845604692e-05,1.375,0.0,same_level_seam,0.03125,7,44.0,4052.0,0.0,84.0
n512,18.607829330875894,9.22613122245084,7240,C,0.0018798771340189455,0.0006939178089146844,1.4375,0.0,same_level_seam,0.03125,7,46.0,4050.0,0.0,82.0
n512,18.607829330875894,9.22613122245084,7240,H,1.8776710868148838e-05,0.0005940370521369063,1.4375,0.0,same_level_seam,0.03125,7,46.0,4050.0,0.0,82.0
n512,18.607829330875894,9.22613122245084,7240,M,6.155929904295075e-06,0.000404445591204581,1.28125,0.0,same_level_seam,0.03125,7,41.0,4055.0,0.0,87.0
n512,18.607829330875894,9.22613122245084,7240,Z,0.0004637021360710745,7.833390157574628e-05,1.375,0.0,same_level_seam,0.03125,7,44.0,4052.0,0.0,84.0
n512,18.618757780219827,9.228457677680217,7244,C,0.0018832061398895016,0.000701612838384249,1.28125,0.0,same_level_seam,0.03125,7,41.0,4055.0,0.0,87.0
n512,18.618757780219827,9.228457677680217,7244,H,1.8835087119869256e-05,0.0005958771561158805,1.4375,0.0,same_level_seam,0.03125,7,46.0,4050.0,0.0,82.0
n512,18.618757780219827,9.228457677680217,7244,M,6.1815681320601404e-06,0.0004135377698374367,1.28125,0.0,same_level_seam,0.03125,7,41.0,4055.0,0.0,87.0
n512,18.618757780219827,9.228457677680217,7244,Z,0.0004645134009607357,7.798381861286956e-05,1.375,0.0,same_level_seam,0.03125,7,44.0,4052.0,0.0,84.0
n512,18.629685307339383,9.230774315254717,7248,C,0.0018865397458594898,0.0007122524394222719,1.28125,0.0,same_level_seam,0.03125,7,41.0,4055.0,0.0,87.0
n512,18.629685307339383,9.230774315254717,7248,H,1.889419439204724e-05,0.0005963845893265894,1.4375,0.0,same_level_seam,0.03125,7,46.0,4050.0,0.0,82.0
n512,18.629685307339383,9.230774315254717,7248,M,6.207602776869954e-06,0.00042191816084861684,1.28125,0.0,same_level_seam,0.03125,7,41.0,4055.0,0.0,87.0
n512,18.629685307339383,9.230774315254717,7248,Z,0.00046532553332500845,7.746840019491955e-05,1.375,0.0,same_level_seam,0.03125,7,44.0,4052.0,0.0,84.0
n512,18.6406119119679,9.23308116577637,7252,C,0.0018898779727323104,0.0007216010227269204,1.28125,0.0,same_level_seam,0.03125,7,41.0,4055.0,0.0,87.0
n512,18.6406119119679,9.23308116577637,7252,H,1.8954043627998392e-05,0.0005955610152055032,1.4375,0.0,same_level_seam,0.03125,7,46.0,4050.0,0.0,82.0
n512,18.6406119119679,9.23308116577637,7252,M,6.234042501707514e-06,0.0004295415945212263,1.28125,0.0,same_level_seam,0.03125,7,41.0,4055.0,0.0,87.0
n512,18.6406119119679,9.23308116577637,7252,Z,0.00046613853345350446,7.729002787277603e-05,1.34375,0.0,same_level_seam,0.03125,7,43.0,4053.0,0.0,85.0
n512,18.651537593845504,9.235378260773516,7256,C,0.001893220841680789,0.0007295885776509123,1.28125,0.0,same_level_seam,0.03125,7,41.0,4055.0,0.0,87.0
n512,18.651537593845504,9.235378260773516,7256,H,1.9014645924486296e-05,0.0005934124952615676,1.4375,0.0,same_level_seam,0.03125,7,46.0,4050.0,0.0,82.0
n512,18.651537593845504,9.235378260773516,7256,M,6.26089617865721e-06,0.00043636403539573854,1.28125,0.0,same_level_seam,0.03125,7,41.0,4055.0,0.0,87.0
n512,18.651537593845504,9.235378260773516,7256,Z,0.0004669524016377509,7.866890168320716e-05,1.34375,0.0,same_level_seam,0.03125,7,43.0,4053.0,0.0,85.0
n512,18.662462352719125,9.237665632698379,7260,C,0.0018965683742640516,0.0007361479535350807,1.28125,0.0,same_level_seam,0.03125,7,41.0,4055.0,0.0,87.0
n512,18.662462352719125,9.237665632698379,7260,H,1.907601254757038e-05,0.0005899494491433451,1.4375,0.0,same_level_seam,0.03125,7,46.0,4050.0,0.0,82.0
n512,18.662462352719125,9.237665632698379,7260,M,6.288172886980984e-06,0.00044234278563344955,1.28125,0.0,same_level_seam,0.03125,7,41.0,4055.0,0.0,87.0
n512,18.662462352719125,9.237665632698379,7260,Z,0.00046776713817193094,7.990002638136419e-05,1.34375,0.0,same_level_seam,0.03125,7,43.0,4053.0,0.0,85.0
n512,18.673386188342466,9.23994331492446,7264,C,0.001899920592451318,0.0007412152500414391,1.28125,0.0,same_level_seam,0.03125,7,41.0,4055.0,0.0,87.0
n512,18.673386188342466,9.23994331492446,7264,H,1.913815495890278e-05,0.0005958688862029871,1.40625,0.0,same_level_seam,0.03125,7,45.0,4051.0,0.0,83.0
n512,18.673386188342466,9.23994331492446,7264,M,6.3158819104323855e-06,0.0004474366888787484,1.28125,0.0,same_level_seam,0.03125,7,41.0,4055.0,0.0,87.0
n512,18.673386188342466,9.23994331492446,7264,Z,0.00046858274335292863,8.09785337540104e-05,1.34375,0.0,same_level_seam,0.03125,7,43.0,4053.0,0.0,85.0
n512,18.684309100476003,9.242211341743733,7268,C,0.0019032775186330294,0.0007447301973167276,1.28125,0.0,same_level_seam,0.03125,7,41.0,4055.0,0.0,87.0
n512,18.684309100476003,9.242211341743733,7268,H,1.9201084831956185e-05,0.0006082184689474787,1.40625,0.0,same_level_seam,0.03125,7,45.0,4051.0,0.0,83.0
n512,18.684309100476003,9.242211341743733,7268,M,6.344032733824207e-06,0.0004516063337256518,1.28125,0.0,same_level_seam,0.03125,7,41.0,4055.0,0.0,87.0
n512,18.684309100476003,9.242211341743733,7268,Z,0.0004693992174799129,8.189993100099262e-05,1.34375,0.0,same_level_seam,0.03125,7,43.0,4053.0,0.0,85.0
n512,18.695231088886985,9.244469748363654,7272,C,0.001906639175656053,0.0007466365527029753,1.28125,0.0,same_level_seam,0.03125,7,41.0,4055.0,0.0,87.0
n512,18.695231088886985,9.244469748363654,7272,H,1.9264814086942996e-05,0.0006192277664345373,1.40625,0.0,same_level_seam,0.03125,7,45.0,4051.0,0.0,83.0
n512,18.695231088886985,9.244469748363654,7272,M,6.372635038965656e-06,0.0004548142560400961,1.28125,0.0,same_level_seam,0.03125,7,41.0,4055.0,0.0,87.0
n512,18.695231088886985,9.244469748363654,7272,Z,0.00047021656085542214,8.266012069331051e-05,1.34375,0.0,same_level_seam,0.03125,7,43.0,4053.0,0.0,85.0
n512,18.706152153349407,9.246718570903974,7276,C,0.0019100055868386482,0.0007468825086187533,1.28125,0.0,same_level_seam,0.03125,7,41.0,4055.0,0.0,87.0
n512,18.706152153349407,9.246718570903974,7276,H,1.9329354912355006e-05,0.00062886367795968,1.40625,0.0,same_level_seam,0.03125,7,45.0,4051.0,0.0,83.0
n512,18.706152153349407,9.246718570903974,7276,M,6.4016986999777374e-06,0.00045702513857116703,1.28125,0.0,same_level_seam,0.03125,7,41.0,4055.0,0.0,87.0
n512,18.706152153349407,9.246718570903974,7276,Z,0.0004710347737848886,8.325541951869045e-05,1.34375,0.0,same_level_seam,0.03125,7,43.0,4053.0,0.0,85.0
n512,18.717072293644005,9.248957846393361,7280,C,0.001913376775996888,0.0007454211064800041,1.28125,0.0,same_level_seam,0.03125,7,41.0,4055.0,0.0,87.0
n512,18.717072293644005,9.248957846393361,7280,H,1.9394719794973348e-05,0.0006370976275709567,1.40625,0.0,same_level_seam,0.03125,7,45.0,4051.0,0.0,83.0
n512,18.717072293644005,9.248957846393361,7280,M,6.431233778107856e-06,0.00045820600721475306,1.28125,0.0,same_level_seam,0.03125,7,41.0,4055.0,0.0,87.0
n512,18.717072293644005,9.248957846393361,7280,Z,0.000471853856577033,8.368257559944117e-05,1.34375,0.0,same_level_seam,0.03125,7,43.0,4053.0,0.0,85.0
n512,18.727991509558255,9.251187612765824,7284,C,0.0019167527674710315,0.0007510561270672086,1.40625,0.0,same_level_seam,0.03125,7,45.0,4051.0,0.0,83.0
n512,18.727991509558255,9.251187612765824,7284,H,1.946092155233383e-05,0.0006439056698935332,1.40625,0.0,same_level_seam,0.03125,7,45.0,4051.0,0.0,83.0
n512,18.727991509558255,9.251187612765824,7284,M,6.461250516120737e-06,0.0004583264225390368,1.28125,0.0,same_level_seam,0.03125,7,41.0,4055.0,0.0,87.0
n512,18.727991509558255,9.251187612765824,7284,Z,0.0004726738095437399,8.393878445289856e-05,1.34375,0.0,same_level_seam,0.03125,7,43.0,4053.0,0.0,85.0
n512,18.738909800886354,9.253407908856946,7288,C,0.0019201335861456694,0.0007583846099905967,1.40625,0.0,same_level_seam,0.03125,7,45.0,4051.0,0.0,83.0
n512,18.738909800886354,9.253407908856946,7288,H,1.952797335747002e-05,0.0006492685967997031,1.40625,0.0,same_level_seam,0.03125,7,45.0,4051.0,0.0,83.0
n512,18.738909800886354,9.253407908856946,7288,M,6.491759332416085e-06,0.0004573586657217521,1.28125,0.0,same_level_seam,0.03125,7,41.0,4055.0,0.0,87.0
n512,18.738909800886354,9.253407908856946,7288,Z,0.0004734946330003703,8.402170326004457e-05,1.34375,0.0,same_level_seam,0.03125,7,43.0,4053.0,0.0,85.0
n512,18.74982716742921,9.255618774399915,7292,C,0.001923519257482932,0.0007640583856023448,1.40625,0.0,same_level_seam,0.03125,7,45.0,4051.0,0.0,83.0
n512,18.74982716742921,9.255618774399915,7292,H,1.9595888777641467e-05,0.0006531719971977525,1.40625,0.0,same_level_seam,0.03125,7,45.0,4051.0,0.0,83.0
n512,18.74982716742921,9.255618774399915,7292,M,6.522770814937445e-06,0.0004552779181436567,1.28125,0.0,same_level_seam,0.03125,7,41.0,4055.0,0.0,87.0
n512,18.74982716742921,9.255618774399915,7292,Z,0.00047431632726589805,8.39294635882256e-05,1.34375,0.0,same_level_seam,0.03125,7,43.0,4053.0,0.0,85.0
n512,18.76074360899443,9.257820250021352,7296,C,0.0019269098075443065,0.000769826098463069,1.25,0.0,same_level_seam,0.03125,7,40.0,4056.0,0.0,88.0
n512,18.76074360899443,9.257820250021352,7296,H,1.9664681802210582e-05,0.000655606317748865,1.40625,0.0,same_level_seam,0.03125,7,45.0,4051.0,0.0,83.0
n512,18.76074360899443,9.257820250021352,7296,M,6.554295715064216e-06,0.0004533008935553348,1.25,0.0,same_level_seam,0.03125,7,40.0,4056.0,0.0,88.0
n512,18.76074360899443,9.257820250021352,7296,Z,0.0004751388926629136,8.366068237018074e-05,1.34375,0.0,same_level_seam,0.03125,7,43.0,4053.0,0.0,85.0
n512,18.771659125396326,9.26001237723696,7300,C,0.0019303052630166475,0.0007836351336492619,1.25,0.0,same_level_seam,0.03125,7,40.0,4056.0,0.0,88.0
n512,18.771659125396326,9.26001237723696,7300,H,1.9734366874486527e-05,0.000656566900949904,1.40625,0.0,same_level_seam,0.03125,7,45.0,4051.0,0.0,83.0
n512,18.771659125396326,9.26001237723696,7300,M,6.5863449416136544e-06,0.0004637536792228267,1.25,0.0,same_level_seam,0.03125,7,40.0,4056.0,0.0,88.0
n512,18.771659125396326,9.26001237723696,7300,Z,0.0004759623295176555,8.32144711272536e-05,1.34375,0.0,same_level_seam,0.03125,7,43.0,4053.0,0.0,85.0
n512,18.782573716455865,9.26219519844695,7304,C,0.0019337056512369348,0.0007960885765004193,1.25,0.0,same_level_seam,0.03125,7,40.0,4056.0,0.0,88.0
n512,18.782573716455865,9.26219519844695,7304,H,1.9804958922313332e-05,0.0006560539692238455,1.40625,0.0,same_level_seam,0.03125,7,45.0,4051.0,0.0,83.0
n512,18.782573716455865,9.26219519844695,7304,M,6.61892955504696e-06,0.0004734160982682227,1.25,0.0,same_level_seam,0.03125,7,40.0,4056.0,0.0,88.0
n512,18.782573716455865,9.26219519844695,7304,Z,0.0004767866381599923,8.259044328762008e-05,1.34375,0.0,same_level_seam,0.03125,7,43.0,4053.0,0.0,85.0
n512,18.793487382000706,9.264368756931276,7308,C,0.0019371110002214414,0.0008071039211570168,1.25,0.0,same_level_seam,0.03125,7,40.0,4056.0,0.0,88.0
n512,18.793487382000706,9.264368756931276,7308,H,1.9876473390842653e-05,0.0006540726363037271,1.40625,0.0,same_level_seam,0.03125,7,45.0,4051.0,0.0,83.0
n512,18.793487382000706,9.264368756931276,7308,M,6.6520607621105725e-06,0.0004822368703448343,1.25,0.0,same_level_seam,0.03125,7,40.0,4056.0,0.0,88.0
n512,18.793487382000706,9.264368756931276,7308,Z,0.00047761181892385014,8.32282841401871e-05,1.3125,0.0,same_level_seam,0.03125,7,42.0,4054.0,0.0,86.0
n512,18.804400121865147,9.266533096844677,7312,C,0.001940521338682398,0.0008166013535993013,1.25,0.0,same_level_seam,0.03125,7,40.0,4056.0,0.0,88.0
n512,18.804400121865147,9.266533096844677,7312,H,1.9948926265949886e-05,0.0006528058844594148,1.25,0.0,same_level_seam,0.03125,7,40.0,4056.0,0.0,88.0
n512,18.804400121865147,9.266533096844677,7312,M,6.6857499109804154e-06,0.0004901659350319043,1.25,0.0,same_level_seam,0.03125,7,40.0,4056.0,0.0,88.0
n512,18.804400121865147,9.266533096844677,7312,Z,0.00047843787214672974,8.468136046793202e-05,1.3125,0.0,same_level_seam,0.03125,7,42.0,4054.0,0.0,86.0
n512,18.815311935890136,9.268688263211503,7316,C,0.0019439366960562038,0.000824504153667427,1.25,0.0,same_level_seam,0.03125,7,40.0,4056.0,0.0,88.0
n512,18.815311935890136,9.268688263211503,7316,H,2.0022334104136202e-05,0.0006571777857285049,1.25,0.0,same_level_seam,0.03125,7,40.0,4056.0,0.0,88.0
n512,18.815311935890136,9.268688263211503,7316,M,6.720008487095658e-06,0.0004971546794454607,1.25,0.0,same_level_seam,0.03125,7,40.0,4056.0,0.0,88.0
n512,18.815311935890136,9.268688263211503,7316,Z,0.00047926479817031307,8.597446694925682e-05,1.3125,0.0,same_level_seam,0.03125,7,42.0,4054.0,0.0,86.0
n512,18.826222823923256,9.27083430192035,7320,C,0.0019473571025240303,0.0008307391259284509,1.25,0.0,same_level_seam,0.03125,7,40.0,4056.0,0.0,88.0
n512,18.826222823923256,9.27083430192035,7320,H,2.0096714060068743e-05,0.0006673671968474258,1.375,0.0,same_level_seam,0.03125,7,44.0,4052.0,0.0,84.0
n512,18.826222823923256,9.27083430192035,7320,M,6.754848109824724e-06,0.0005031561671184476,1.25,0.0,same_level_seam,0.03125,7,40.0,4056.0,0.0,88.0
n512,18.826222823923256,9.27083430192035,7320,Z,0.0004800925973395532,8.71024540156146e-05,1.3125,0.0,same_level_seam,0.03125,7,42.0,4054.0,0.0,86.0
n512,18.837132785818703,9.272971259718496,7324,C,0.001950782589028537,0.0008352370135612369,1.25,0.0,same_level_seam,0.03125,7,40.0,4056.0,0.0,88.0
n512,18.837132785818703,9.272971259718496,7324,H,2.017208390100642e-05,0.0006802225675882154,1.375,0.0,same_level_seam,0.03125,7,44.0,4052.0,0.0,84.0
n512,18.837132785818703,9.272971259718496,7324,M,6.790280530053198e-06,0.0005081253661975852,1.25,0.0,same_level_seam,0.03125,7,40.0,4056.0,0.0,88.0
n512,18.837132785818703,9.272971259718496,7324,Z,0.00048092127000383915,8.806057960507838e-05,1.3125,0.0,same_level_seam,0.03125,7,42.0,4054.0,0.0,86.0
n512,18.848041821437285,9.27509918420611,7328,C,0.001954213187295892,0.0008379329470679408,1.25,0.0,same_level_seam,0.03125,7,40.0,4056.0,0.0,88.0
n512,18.848041821437285,9.27509918420611,7328,H,2.0248462034704336e-05,0.000691571654099242,1.375,0.0,same_level_seam,0.03125,7,44.0,4052.0,0.0,84.0
n512,18.848041821437285,9.27509918420611,7328,M,6.826317628866563e-06,0.0005120193767139836,1.25,0.0,same_level_seam,0.03125,7,40.0,4056.0,0.0,88.0
n512,18.848041821437285,9.27509918420611,7328,Z,0.00048175081651584346,8.88445301425023e-05,1.3125,0.0,same_level_seam,0.03125,7,42.0,4054.0,0.0,86.0
n512,18.858949930646396,9.277218123830298,7332,C,0.0019576489298494463,0.0008387668782066711,1.25,0.0,same_level_seam,0.03125,7,40.0,4056.0,0.0,88.0
n512,18.858949930646396,9.277218123830298,7332,H,2.0325867520276196e-05,0.0007013802159496207,1.375,0.0,same_level_seam,0.03125,7,44.0,4052.0,0.0,84.0
n512,18.858949930646396,9.277218123830298,7332,M,6.862971417391669e-06,0.0005147976553558937,1.25,0.0,same_level_seam,0.03125,7,40.0,4056.0,0.0,88.0
n512,18.858949930646396,9.277218123830298,7332,Z,0.0004825812372322553,8.945044019224127e-05,1.3125,0.0,same_level_seam,0.03125,7,42.0,4054.0,0.0,86.0
n512,18.869857113320027,9.279328127878912,7336,C,0.0019610898500213216,0.0008376840454285489,1.25,0.0,same_level_seam,0.03125,7,40.0,4056.0,0.0,88.0
