cycle,time_hex,rk_stage,tree_checksum,gamma0,gamma1,beta_stage,dt,dt_hex,candidate_min,min_gid,min_i,min_j,min_rho,min_z,nonpositive,nonfinite
23,0x1.4666666666668p-4,3,780255f2b66ca8c4,-3.8438336996600251,2.121209265338722,1.131678018054042,0.0023437499999999999,0x1.3333333333333p-9,0.33172874135387814,7,56,67,3.640625,-0.015625,0,0
23,0x1.4666666666668p-4,4,780255f2b66ca8c4,0.54637089112186299,0.19865303568270501,0.31066576650933603,0.0023437499999999999,0x1.3333333333333p-9,0.3317287487229697,7,56,67,3.640625,-0.015625,0,0
24,0x1.5000000000002p-4,1,780255f2b66ca8c4,0,1,1.1937439059747379,0.0023437499999999999,0x1.3333333333333p-9,0.33173030682441884,7,56,67,3.640625,-0.015625,0,0
24,0x1.5000000000002p-4,2,780255f2b66ca8c4,0.121098479554482,0.72178167811141103,0.099279895495783005,0.0023437499999999999,0x1.3333333333333p-9,0.33172931617137402,7,56,67,3.640625,-0.015625,0,0
24,0x1.5000000000002p-4,3,780255f2b66ca8c4,-3.8438336996600251,2.121209265338722,1.131678018054042,0.0023437499999999999,0x1.3333333333333p-9,0.33173006503068214,7,56,67,3.640625,-0.015625,0,0
24,0x1.5000000000002p-4,4,780255f2b66ca8c4,0.54637089112186299,0.19865303568270501,0.31066576650933603,0.0023437499999999999,0x1.3333333333333p-9,0.33173007238708113,7,56,67,3.640625,-0.015625,0,0
25,0x1.599999999999cp-4,1,780255f2b66ca8c4,0,1,1.1937439059747379,0.0023437499999999999,0x1.3333333333333p-9,0.33173167450470242,7,56,67,3.640625,-0.015625,0,0
25,0x1.599999999999cp-4,2,780255f2b66ca8c4,0.121098479554482,0.72178167811141103,0.099279895495783005,0.0023437499999999999,0x1.3333333333333p-9,0.33173065573461036,7,56,67,3.640625,-0.015625,0,0
25,0x1.599999999999cp-4,3,780255f2b66ca8c4,-3.8438336996600251,2.121209265338722,1.131678018054042,0.0023437499999999999,0x1.3333333333333p-9,0.33173142554757973,7,56,67,3.640625,-0.015625,0,0
25,0x1.599999999999cp-4,4,780255f2b66ca8c4,0.54637089112186299,0.19865303568270501,0.31066576650933603,0.0023437499999999999,0x1.3333333333333p-9,0.33173143289105012,7,56,67,3.640625,-0.015625,0,0
26,0x1.6333333333336p-4,1,780255f2b66ca8c4,0,1,1.1937439059747379,0.0023437499999999999,0x1.3333333333333p-9,0.3317330789470011,7,56,67,3.640625,-0.015625,0,0
26,0x1.6333333333336p-4,2,780255f2b66ca8c4,0.121098479554482,0.72178167811141103,0.099279895495783005,0.0023437499999999999,0x1.3333333333333p-9,0.33173203210944874,7,56,67,3.640625,-0.015625,0,0
26,0x1.6333333333336p-4,3,780255f2b66ca8c4,-3.8438336996600251,2.121209265338722,1.131678018054042,0.0023437499999999999,0x1.3333333333333p-9,0.33173282283883182,7,56,67,3.640625,-0.015625,0,0
26,0x1.6333333333336p-4,4,780255f2b66ca8c4,0.54637089112186299,0.19865303568270501,0.31066576650933603,0.0023437499999999999,0x1.3333333333333p-9,0.3317328301691696,7,56,67,3.640625,-0.015625,0,0
27,0x1.6ccccccccccdp-4,1,780255f2b66ca8c4,0,1,1.1937439059747379,0.0023437499999999999,0x1.3333333333333p-9,0.33173452008445053,7,56,67,3.640625,-0.015625,0,0
27,0x1.6ccccccccccdp-4,2,780255f2b66ca8c4,0.121098479554482,0.72178167811141103,0.099279895495783005,0.0023437499999999999,0x1.3333333333333p-9,0.33173344522978293,7,56,67,3.640625,-0.015625,0,0
27,0x1.6ccccccccccdp-4,3,780255f2b66ca8c4,-3.8438336996600251,2.121209265338722,1.131678018054042,0.0023437499999999999,0x1.3333333333333p-9,0.33173425683781105,7,56,67,3.640625,-0.015625,0,0
27,0x1.6ccccccccccdp-4,4,780255f2b66ca8c4,0.54637089112186299,0.19865303568270501,0.31066576650933603,0.0023437499999999999,0x1.3333333333333p-9,0.33173426415484425,7,56,67,3.640625,-0.015625,0,0
28,0x1.766666666666ap-4,1,780255f2b66ca8c4,0,1,1.1937439059747379,0.0023437499999999999,0x1.3333333333333p-9,0.33173599784949104,7,56,67,3.640625,-0.015625,0,0
28,0x1.766666666666ap-4,2,780255f2b66ca8c4,0.121098479554482,0.72178167811141103,0.099279895495783005,0.0023437499999999999,0x1.3333333333333p-9,0.3317348950286883,7,56,67,3.640625,-0.015625,0,0
28,0x1.766666666666ap-4,3,780255f2b66ca8c4,-3.8438336996600251,2.121209265338722,1.131678018054042,0.0023437499999999999,0x1.3333333333333p-9,0.33173572747716257,7,56,67,3.640625,-0.015625,0,0
28,0x1.766666666666ap-4,4,780255f2b66ca8c4,0.54637089112186299,0.19865303568270501,0.31066576650933603,0.0023437499999999999,0x1.3333333333333p-9,0.33173573478075147,7,56,67,3.640625,-0.015625,0,0
